home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result,home_rolling_points_last5,away_rolling_points_last5,home_rolling_points_last10,away_rolling_points_last10,home_gd_trend_last5,away_gd_trend_last5,travel_distance_km,home_squad_value,away_squad_value,squad_value_ratio
Stellenbosch,Richards Bay,1.0,2.0,FINISHED,2022-09-03,1376434,Matchday 6,2022-2023,1376434,A,6.0,7.0,17.0,7.0,-0.2,0.2,1377.396602947712,6080000.0,6880000.0,0.8837209302325582
Golden Arrows,Chippa United,3.0,2.0,FINISHED,2022-09-03,1376435,Matchday 6,2022-2023,1376435,H,5.0,5.0,13.0,9.0,-0.4,-0.4,441.1636950664042,6830000.0,5180000.0,1.3185328185328185
Marumo Gallants,Swallows FC,1.0,1.0,FINISHED,2022-09-04,1376430,Matchday 6,2022-2023,1376430,D,4.0,7.0,8.0,13.0,-0.2,0.0,364.9662233067797,2930000.0,,
Maritzburg United,Orlando Pirates,1.0,0.0,FINISHED,2022-09-04,1376429,Matchday 6,2022-2023,1376429,H,5.0,8.0,13.0,15.0,-0.6,0.2,447.4634267755237,,22330000.0,
Royal AM,Richards Bay,0.0,1.0,FINISHED,2022-09-06,1376421,Matchday 7,2022-2023,1376421,A,7.0,7.0,15.0,10.0,-0.2,0.0,172.9234678429387,,6880000.0,
Cape Town City,Sekhukhune United,0.0,0.0,FINISHED,2022-09-06,1376424,Matchday 7,2022-2023,1376424,D,8.0,4.0,12.0,7.0,0.4,-0.4,1543.6679540867367,,9700000.0,
Chippa United,Mamelodi Sundowns,0.0,1.0,FINISHED,2022-09-07,1376351,Matchday 9,2022-2023,1376351,A,4.0,7.0,8.0,17.0,-0.6,1.0,807.1414964025447,5180000.0,40400000.0,0.12821782178217822
Maritzburg United,Siwelele,1.0,2.0,FINISHED,2022-09-09,1376428,Matchday 7,2022-2023,1376428,A,8.0,7.0,13.0,13.0,0.2,-0.2,405.2090684317437,,5250000.0,
Orlando Pirates,TS Galaxy,2.0,0.0,FINISHED,2022-09-10,1376425,Matchday 7,2022-2023,1376425,H,7.0,8.0,15.0,16.0,0.0,0.4,312.8377902530316,22330000.0,3680000.0,6.067934782608695
Swallows FC,Stellenbosch,1.0,2.0,FINISHED,2022-09-10,1376426,Matchday 7,2022-2023,1376426,A,8.0,5.0,11.0,14.0,0.2,-0.4,1217.1029445092097,,6080000.0,
AmaZulu,Chippa United,1.0,2.0,FINISHED,2022-09-10,1376427,Matchday 7,2022-2023,1376427,A,10.0,4.0,16.0,7.0,0.4,-0.4,461.27259629164047,10880000.0,5180000.0,2.1003861003861
Mamelodi Sundowns,Golden Arrows,2.0,1.0,FINISHED,2022-09-10,1376423,Matchday 7,2022-2023,1376423,H,10.0,8.0,17.0,13.0,1.4,0.2,537.6085491295763,40400000.0,6830000.0,5.915080527086384
Marumo Gallants,Kaizer Chiefs,1.0,1.0,FINISHED,2022-09-11,1376422,Matchday 7,2022-2023,1376422,D,4.0,7.0,8.0,15.0,-0.2,-0.4,369.4351841819827,2930000.0,16230000.0,0.18052988293284042
Chippa United,Marumo Gallants,1.0,0.0,FINISHED,2022-09-17,1376419,Matchday 8,2022-2023,1376419,H,4.0,4.0,9.0,9.0,-0.4,-0.2,454.90581570858905,5180000.0,2930000.0,1.7679180887372015
Golden Arrows,Swallows FC,4.0,0.0,FINISHED,2022-09-17,1376418,Matchday 8,2022-2023,1376418,H,8.0,5.0,13.0,11.0,0.2,-0.2,511.70852376551466,6830000.0,,
Sekhukhune United,Stellenbosch,1.0,1.0,FINISHED,2022-09-17,1376341,Matchday 8,2022-2023,1376341,D,2.0,7.0,8.0,16.0,-0.6,-0.2,1515.6973046794312,9700000.0,6080000.0,1.5953947368421053
Kaizer Chiefs,Siwelele,2.0,1.0,FINISHED,2022-09-17,1376388,Matchday 8,2022-2023,1376388,H,5.0,10.0,13.0,15.0,-1.0,0.2,369.4351841819827,16230000.0,5250000.0,3.0914285714285716
Mamelodi Sundowns,AmaZulu,1.0,0.0,FINISHED,2022-09-18,1376433,Matchday 8,2022-2023,1376433,H,10.0,7.0,19.0,13.0,0.8,0.0,530.738182466435,40400000.0,10880000.0,3.713235294117647
Richards Bay,TS Galaxy,0.0,0.0,FINISHED,2022-09-18,1376353,Matchday 8,2022-2023,1376353,D,9.0,5.0,13.0,13.0,0.2,-0.2,381.57695986500306,6880000.0,3680000.0,1.8695652173913044
Stellenbosch,Maritzburg United,3.0,0.0,FINISHED,2022-10-04,1376349,Matchday 9,2022-2023,1376349,H,5.0,7.0,16.0,12.0,-0.6,0.0,1188.6435264992765,6080000.0,,
Sekhukhune United,Orlando Pirates,2.0,0.0,FINISHED,2022-10-04,1376352,Matchday 9,2022-2023,1376352,H,3.0,10.0,8.0,15.0,-0.4,0.6,300.02049415232636,9700000.0,22330000.0,0.4343931930138827
TS Galaxy,Marumo Gallants,0.0,1.0,FINISHED,2022-10-04,1376347,Matchday 9,2022-2023,1376347,A,3.0,3.0,14.0,8.0,-0.6,-0.4,620.8932044419288,3680000.0,2930000.0,1.2559726962457338
Golden Arrows,Cape Town City,1.0,1.0,FINISHED,2022-10-04,1376350,Matchday 9,2022-2023,1376350,D,10.0,9.0,15.0,10.0,1.0,0.6,1255.9775933974524,6830000.0,,
Siwelele,Royal AM,3.0,1.0,FINISHED,2022-10-04,1376348,Matchday 9,2022-2023,1376348,H,10.0,7.0,14.0,14.0,0.4,0.0,456.58950795785546,5250000.0,,
AmaZulu,Richards Bay,0.0,1.0,FINISHED,2022-10-05,1376346,Matchday 9,2022-2023,1376346,A,4.0,7.0,12.0,14.0,-0.4,0.0,156.37380129368893,10880000.0,6880000.0,1.5813953488372092
Swallows FC,Kaizer Chiefs,1.0,2.0,FINISHED,2022-10-05,1376345,Matchday 9,2022-2023,1376345,A,4.0,8.0,10.0,15.0,-1.0,0.0,11.86480394702673,,16230000.0,
Siwelele,Sekhukhune United,3.0,1.0,FINISHED,2022-10-07,1376344,Matchday 10,2022-2023,1376344,H,12.0,5.0,17.0,11.0,0.8,0.0,666.410273920029,5250000.0,9700000.0,0.5412371134020618
TS Galaxy,Swallows FC,0.0,0.0,FINISHED,2022-10-08,1376338,Matchday 10,2022-2023,1376338,D,2.0,4.0,13.0,9.0,-0.8,-1.0,318.34667513138703,3680000.0,,
Orlando Pirates,Richards Bay,0.0,0.0,FINISHED,2022-10-08,1376342,Matchday 10,2022-2023,1376342,D,7.0,10.0,14.0,17.0,0.0,0.4,494.1785726193095,22330000.0,6880000.0,3.245639534883721
Stellenbosch,Kaizer Chiefs,1.0,3.0,FINISHED,2022-10-09,1376339,Matchday 10,2022-2023,1376339,A,7.0,8.0,16.0,15.0,0.0,0.0,1224.541902196886,6080000.0,16230000.0,0.37461491065927294
Golden Arrows,Stellenbosch,1.0,1.0,FINISHED,2022-10-14,1376335,Matchday 11,2022-2023,1376335,D,10.0,7.0,15.0,13.0,1.0,0.2,1216.5174700019006,6830000.0,6080000.0,1.1233552631578947
Orlando Pirates,AmaZulu,1.0,1.0,FINISHED,2022-10-14,1376336,Matchday 11,2022-2023,1376336,D,7.0,1.0,15.0,11.0,0.0,-0.8,503.02317226140366,22330000.0,10880000.0,2.052389705882353
Richards Bay,Maritzburg United,0.0,0.0,FINISHED,2022-10-15,1376334,Matchday 11,2022-2023,1376334,D,11.0,6.0,18.0,9.0,0.6,-0.6,189.0953498475102,6880000.0,,
Kaizer Chiefs,Chippa United,1.0,2.0,FINISHED,2022-10-15,1376333,Matchday 11,2022-2023,1376333,A,11.0,7.0,17.0,11.0,0.8,0.0,753.05841286102,16230000.0,5180000.0,3.1332046332046333
Chippa United,Sekhukhune United,1.0,0.0,FINISHED,2022-10-18,1376328,Matchday 12,2022-2023,1376328,H,9.0,5.0,14.0,10.0,0.2,-0.2,1021.3060443774077,5180000.0,9700000.0,0.534020618556701
Stellenbosch,Siwelele,0.0,2.0,FINISHED,2022-10-18,1376371,Matchday 12,2022-2023,1376371,A,8.0,12.0,13.0,17.0,0.4,1.0,875.4385978904638,6080000.0,5250000.0,1.158095238095238
Golden Arrows,Orlando Pirates,0.0,2.0,FINISHED,2022-10-18,1376343,Matchday 12,2022-2023,1376343,A,8.0,5.0,13.0,13.0,0.8,-0.2,507.8973058318857,6830000.0,22330000.0,0.3058665472458576
Kaizer Chiefs,TS Galaxy,2.0,2.0,FINISHED,2022-10-19,1376383,Matchday 12,2022-2023,1376383,D,10.0,2.0,17.0,11.0,0.6,-0.8,307.1715110310044,16230000.0,3680000.0,4.4103260869565215
Swallows FC,Royal AM,2.0,0.0,FINISHED,2022-10-19,1376381,Matchday 12,2022-2023,1376381,H,2.0,7.0,9.0,14.0,-1.2,-0.2,505.1230639312536,,,
AmaZulu,Maritzburg United,1.0,1.0,FINISHED,2022-10-19,1376385,Matchday 12,2022-2023,1376385,D,2.0,4.0,12.0,10.0,-0.6,-0.8,66.67120933275717,10880000.0,,
Richards Bay,Cape Town City,1.0,0.0,FINISHED,2022-10-19,1376382,Matchday 12,2022-2023,1376382,H,9.0,9.0,16.0,10.0,0.4,0.6,1415.8509158453583,6880000.0,,
Mamelodi Sundowns,Marumo Gallants,1.0,0.0,FINISHED,2022-10-19,1376384,Matchday 12,2022-2023,1376384,H,12.0,5.0,22.0,10.0,1.0,-0.2,428.0130608722853,40400000.0,2930000.0,13.788395904436861
Maritzburg United,Mamelodi Sundowns,0.0,5.0,FINISHED,2022-10-25,1376340,Matchday 10,2022-2023,1376340,A,5.0,12.0,10.0,22.0,-0.6,0.6,479.5155820947601,,40400000.0,
Cape Town City,Chippa United,2.0,1.0,FINISHED,2022-10-25,1376337,Matchday 10,2022-2023,1376337,H,8.0,12.0,10.0,16.0,0.4,0.6,886.1355341470515,,5180000.0,
Royal AM,Golden Arrows,3.0,1.0,FINISHED,2022-10-25,1376357,Matchday 10,2022-2023,1376357,H,6.0,5.0,13.0,13.0,-0.6,0.2,6.925397570849175,,6830000.0,
Marumo Gallants,AmaZulu,0.0,0.0,FINISHED,2022-10-26,1376356,Matchday 10,2022-2023,1376356,D,5.0,2.0,9.0,12.0,-0.2,-0.6,469.9550370235814,2930000.0,10880000.0,0.2693014705882353
Maritzburg United,Golden Arrows,0.0,2.0,FINISHED,2022-10-28,1376380,Matchday 13,2022-2023,1376380,A,2.0,5.0,10.0,13.0,-1.8,0.0,63.24186922409978,,6830000.0,
Orlando Pirates,Kaizer Chiefs,0.0,1.0,FINISHED,2022-10-29,1376379,Matchday 13,2022-2023,1376379,A,8.0,10.0,15.0,15.0,0.4,0.6,5.978268699146683,22330000.0,16230000.0,1.3758471965495995
Marumo Gallants,Cape Town City,2.0,1.0,FINISHED,2022-10-29,1376378,Matchday 13,2022-2023,1376378,H,5.0,8.0,9.0,13.0,-0.2,0.2,908.4018379382446,2930000.0,,
Royal AM,Mamelodi Sundowns,0.0,3.0,FINISHED,2022-10-29,1376377,Matchday 13,2022-2023,1376377,A,6.0,15.0,13.0,22.0,-0.4,1.8,530.8250357544052,,40400000.0,
Chippa United,Richards Bay,3.0,3.0,FINISHED,2022-10-30,1376375,Matchday 13,2022-2023,1376375,D,12.0,9.0,16.0,18.0,0.6,0.4,617.6414829288439,5180000.0,6880000.0,0.752906976744186
AmaZulu,Stellenbosch,1.0,0.0,FINISHED,2022-10-30,1376376,Matchday 13,2022-2023,1376376,H,3.0,5.0,10.0,12.0,-0.4,-0.2,1234.5377123884953,10880000.0,6080000.0,1.7894736842105263
TS Galaxy,Sekhukhune United,1.0,1.0,FINISHED,2022-10-30,1376374,Matchday 13,2022-2023,1376374,D,3.0,5.0,11.0,9.0,-0.6,-0.2,225.8571765261528,3680000.0,9700000.0,0.37938144329896906
Siwelele,Swallows FC,1.0,1.0,FINISHED,2022-10-30,1376355,Matchday 13,2022-2023,1376355,D,12.0,4.0,19.0,12.0,1.2,-0.8,364.9662233067797,5250000.0,,
Stellenbosch,Chippa United,1.0,1.0,FINISHED,2022-12-30,1376369,Matchday 14,2022-2023,1376369,D,4.0,10.0,9.0,14.0,-0.4,0.4,843.8903781142693,6080000.0,5180000.0,1.1737451737451738
Maritzburg United,TS Galaxy,1.0,2.0,FINISHED,2022-12-30,1376447,Matchday 14,2022-2023,1376447,A,2.0,4.0,9.0,9.0,-2.0,-0.2,465.17582843530124,,3680000.0,
Siwelele,Marumo Gallants,1.0,0.0,FINISHED,2022-12-30,1376372,Matchday 14,2022-2023,1376372,H,10.0,7.0,20.0,11.0,1.0,0.0,0.0,5250000.0,2930000.0,1.7918088737201365
Mamelodi Sundowns,Orlando Pirates,2.0,0.0,FINISHED,2022-12-30,1376367,Matchday 14,2022-2023,1376367,H,15.0,5.0,25.0,15.0,2.2,-0.2,61.05551098911179,40400000.0,22330000.0,1.8092252575011196
Cape Town City,Royal AM,2.0,1.0,FINISHED,2022-12-30,1376366,Matchday 14,2022-2023,1376366,H,5.0,3.0,13.0,10.0,-0.2,-1.2,1256.623529163144,,,
Golden Arrows,Kaizer Chiefs,0.0,2.0,FINISHED,2022-12-31,1376368,Matchday 14,2022-2023,1376368,A,5.0,10.0,15.0,18.0,-0.4,0.6,504.272327791487,6830000.0,16230000.0,0.4208256315465188
Sekhukhune United,AmaZulu,0.0,0.0,FINISHED,2022-12-31,1376365,Matchday 14,2022-2023,1376365,D,5.0,6.0,7.0,10.0,-0.2,0.0,674.5546298160202,9700000.0,10880000.0,0.8915441176470589
Richards Bay,Swallows FC,1.0,0.0,FINISHED,2022-12-31,1376370,Matchday 14,2022-2023,1376370,H,9.0,5.0,16.0,10.0,0.4,-0.6,499.30381724432266,6880000.0,,
Cape Town City,Siwelele,0.0,1.0,FINISHED,2023-01-03,1376332,Matchday 11,2022-2023,1376332,A,7.0,13.0,16.0,23.0,0.0,1.4,908.4018379382446,,5250000.0,
Royal AM,TS Galaxy,0.0,0.0,FINISHED,2023-01-03,1376330,Matchday 11,2022-2023,1376330,D,3.0,6.0,10.0,9.0,-1.2,0.0,494.69623894305175,,3680000.0,
Mamelodi Sundowns,Swallows FC,2.0,0.0,FINISHED,2023-01-03,1376329,Matchday 11,2022-2023,1376329,H,15.0,5.0,25.0,9.0,2.4,0.0,63.657616911651566,40400000.0,,
Sekhukhune United,Marumo Gallants,3.0,2.0,FINISHED,2023-01-03,1376331,Matchday 11,2022-2023,1376331,H,5.0,7.0,8.0,10.0,-0.2,0.0,666.410273920029,9700000.0,2930000.0,3.310580204778157
Swallows FC,Chippa United,2.0,0.0,FINISHED,2023-01-06,1376364,Matchday 15,2022-2023,1376364,H,5.0,8.0,9.0,15.0,-0.2,0.2,753.9476134361341,,5180000.0,
Richards Bay,Mamelodi Sundowns,0.0,2.0,FINISHED,2023-01-06,1376363,Matchday 15,2022-2023,1376363,A,9.0,15.0,19.0,27.0,0.4,2.6,504.13032975002403,6880000.0,40400000.0,0.1702970297029703
Marumo Gallants,Maritzburg United,0.0,1.0,FINISHED,2023-01-07,1376361,Matchday 15,2022-2023,1376361,A,4.0,2.0,9.0,8.0,-0.4,-1.6,405.2090684317437,2930000.0,,
Golden Arrows,Siwelele,2.0,1.0,FINISHED,2023-01-07,1376362,Matchday 15,2022-2023,1376362,H,4.0,13.0,14.0,25.0,-0.8,1.2,459.8354704753759,6830000.0,5250000.0,1.3009523809523809
Cape Town City,Orlando Pirates,2.0,1.0,FINISHED,2023-01-07,1376360,Matchday 15,2022-2023,1376360,H,6.0,5.0,15.0,12.0,-0.2,-0.2,1250.0122779478036,,22330000.0,
Kaizer Chiefs,Sekhukhune United,0.0,1.0,FINISHED,2023-01-07,1376359,Matchday 15,2022-2023,1376359,A,10.0,5.0,18.0,10.0,0.8,-0.4,297.22531271282986,16230000.0,9700000.0,1.6731958762886598
TS Galaxy,Stellenbosch,0.0,0.0,FINISHED,2023-01-08,1376373,Matchday 15,2022-2023,1376373,D,7.0,2.0,9.0,9.0,0.2,-1.0,1496.21522813951,3680000.0,6080000.0,0.6052631578947368
Royal AM,AmaZulu,2.0,0.0,FINISHED,2023-01-08,1376358,Matchday 15,2022-2023,1376358,H,4.0,7.0,11.0,8.0,-0.8,0.2,17.3943183164239,,10880000.0,
Mamelodi Sundowns,Chippa United,2.0,1.0,FINISHED,2023-01-10,1376563,Matchday 20,2022-2023,1376563,H,15.0,5.0,27.0,14.0,2.8,-0.4,807.1414964025447,40400000.0,5180000.0,7.7992277992278
Stellenbosch,Marumo Gallants,1.0,1.0,FINISHED,2023-01-11,1376562,Matchday 20,2022-2023,1376562,D,3.0,4.0,10.0,9.0,-0.6,-0.4,875.4385978904638,6080000.0,2930000.0,2.0750853242320817
AmaZulu,Kaizer Chiefs,4.0,0.0,FINISHED,2023-01-13,1376521,Matchday 16,2022-2023,1376521,H,6.0,7.0,8.0,18.0,-0.2,0.2,499.21680619064676,10880000.0,16230000.0,0.6703635243376463
Marumo Gallants,Richards Bay,0.0,2.0,FINISHED,2023-01-14,1376507,Matchday 16,2022-2023,1376507,A,4.0,8.0,9.0,19.0,-0.4,0.0,568.4884950647302,2930000.0,6880000.0,0.4258720930232558
Orlando Pirates,Golden Arrows,3.0,1.0,FINISHED,2023-01-14,1376534,Matchday 16,2022-2023,1376534,H,4.0,6.0,11.0,14.0,-0.4,-0.6,507.8973058318857,22330000.0,6830000.0,3.269399707174231
Stellenbosch,Sekhukhune United,0.0,1.0,FINISHED,2023-01-14,1376532,Matchday 16,2022-2023,1376532,A,3.0,8.0,11.0,13.0,-0.6,0.2,1515.6973046794312,6080000.0,9700000.0,0.6268041237113402
Chippa United,Cape Town City,1.0,1.0,FINISHED,2023-01-14,1376533,Matchday 16,2022-2023,1376533,D,2.0,9.0,14.0,17.0,-0.8,0.2,886.1355341470515,5180000.0,,
Maritzburg United,Royal AM,3.0,1.0,FINISHED,2023-01-15,1376529,Matchday 16,2022-2023,1376529,H,4.0,7.0,8.0,13.0,-1.4,0.0,57.590665404614626,,,
Swallows FC,TS Galaxy,0.0,0.0,FINISHED,2023-01-15,1376530,Matchday 16,2022-2023,1376530,D,7.0,7.0,9.0,9.0,0.2,0.2,318.34667513138703,,3680000.0,
Mamelodi Sundowns,Siwelele,1.0,0.0,FINISHED,2023-01-16,1376531,Matchday 16,2022-2023,1376531,H,15.0,10.0,30.0,22.0,2.0,0.6,428.0130608722853,40400000.0,5250000.0,7.695238095238095
Sekhukhune United,Swallows FC,1.0,0.0,FINISHED,2023-01-20,1376528,Matchday 17,2022-2023,1376528,H,11.0,5.0,16.0,9.0,0.6,-0.2,302.63946401845453,9700000.0,,
Cape Town City,TS Galaxy,1.0,0.0,FINISHED,2023-01-20,1376525,Matchday 17,2022-2023,1376525,H,7.0,7.0,15.0,10.0,0.0,0.2,1528.712355504249,,3680000.0,
Royal AM,Chippa United,1.0,1.0,FINISHED,2023-01-21,1376527,Matchday 17,2022-2023,1376527,D,4.0,3.0,10.0,15.0,-0.8,-0.6,444.9043999405845,,5180000.0,
Golden Arrows,Maritzburg United,0.0,1.0,FINISHED,2023-01-21,1376526,Matchday 17,2022-2023,1376526,A,6.0,6.0,11.0,11.0,-0.6,-1.0,63.24186922409978,6830000.0,,
AmaZulu,Marumo Gallants,1.0,1.0,FINISHED,2023-01-21,1376524,Matchday 17,2022-2023,1376524,D,8.0,1.0,10.0,8.0,0.6,-1.0,469.9550370235814,10880000.0,2930000.0,3.7133105802047783
Kaizer Chiefs,Mamelodi Sundowns,0.0,1.0,FINISHED,2023-01-21,1376536,Matchday 17,2022-2023,1376536,A,7.0,15.0,17.0,30.0,-0.4,1.6,58.65727490670219,16230000.0,40400000.0,0.40173267326732676
Orlando Pirates,Stellenbosch,4.0,1.0,FINISHED,2023-01-22,1376522,Matchday 17,2022-2023,1376522,H,6.0,3.0,11.0,8.0,0.0,-0.4,1220.6858842275062,22330000.0,6080000.0,3.6726973684210527
Siwelele,Richards Bay,1.0,1.0,FINISHED,2023-01-22,1376537,Matchday 17,2022-2023,1376537,D,7.0,10.0,19.0,19.0,0.0,0.4,568.4884950647302,5250000.0,6880000.0,0.7630813953488372
TS Galaxy,Mamelodi Sundowns,1.0,2.0,FINISHED,2023-01-24,1376549,Matchday 21,2022-2023,1376549,A,6.0,15.0,10.0,30.0,0.0,1.4,273.38745252065416,3680000.0,40400000.0,0.09108910891089109
Golden Arrows,Marumo Gallants,3.0,2.0,FINISHED,2023-01-25,1376550,Matchday 21,2022-2023,1376550,H,6.0,2.0,11.0,9.0,-0.4,-0.8,459.8354704753759,6830000.0,2930000.0,2.3310580204778155
Stellenbosch,Cape Town City,3.0,2.0,FINISHED,2023-01-27,1376520,Matchday 18,2022-2023,1376520,H,3.0,10.0,7.0,15.0,-0.8,0.4,42.85210673528772,6080000.0,,
Marumo Gallants,Orlando Pirates,0.0,2.0,FINISHED,2023-01-28,1376517,Matchday 18,2022-2023,1376517,A,2.0,6.0,6.0,14.0,-0.8,0.2,367.02395017310073,2930000.0,22330000.0,0.13121361397223466
Swallows FC,Siwelele,0.0,0.0,FINISHED,2023-01-28,1376518,Matchday 18,2022-2023,1376518,D,4.0,7.0,9.0,17.0,-0.4,0.0,364.9662233067797,,5250000.0,
Mamelodi Sundowns,Sekhukhune United,2.0,0.0,FINISHED,2023-01-28,1376519,Matchday 18,2022-2023,1376519,H,15.0,13.0,30.0,18.0,1.2,0.8,239.01816026096265,40400000.0,9700000.0,4.164948453608248
Kaizer Chiefs,Royal AM,2.0,0.0,FINISHED,2023-01-29,1376514,Matchday 18,2022-2023,1376514,H,6.0,5.0,16.0,8.0,-0.6,-0.2,497.6487365037908,16230000.0,,
Richards Bay,AmaZulu,1.0,1.0,FINISHED,2023-01-29,1376516,Matchday 18,2022-2023,1376516,D,8.0,8.0,17.0,11.0,0.2,0.6,156.37380129368893,6880000.0,10880000.0,0.6323529411764706
Chippa United,Maritzburg United,1.0,0.0,FINISHED,2023-01-29,1376515,Matchday 18,2022-2023,1376515,H,3.0,9.0,13.0,11.0,-0.6,0.2,444.41902552001244,5180000.0,,
TS Galaxy,Golden Arrows,4.0,0.0,FINISHED,2023-01-29,1376513,Matchday 18,2022-2023,1376513,H,3.0,6.0,9.0,11.0,-0.4,-0.6,501.2492909934793,3680000.0,6830000.0,0.5387994143484627
Swallows FC,Richards Bay,1.0,0.0,FINISHED,2023-02-03,1376551,Matchday 19,2022-2023,1376551,H,5.0,8.0,10.0,17.0,-0.2,0.2,499.30381724432266,,6880000.0,
Maritzburg United,AmaZulu,1.0,1.0,FINISHED,2023-02-03,1376512,Matchday 19,2022-2023,1376512,D,9.0,6.0,11.0,12.0,0.4,0.4,66.67120933275717,,10880000.0,
Orlando Pirates,Mamelodi Sundowns,0.0,1.0,FINISHED,2023-02-04,1376509,Matchday 19,2022-2023,1376509,A,9.0,15.0,14.0,30.0,0.8,1.2,61.05551098911179,22330000.0,40400000.0,0.5527227722772278
Chippa United,Stellenbosch,1.0,2.0,FINISHED,2023-02-04,1376511,Matchday 19,2022-2023,1376511,A,5.0,5.0,13.0,7.0,-0.4,-0.6,843.8903781142693,5180000.0,6080000.0,0.8519736842105263
Siwelele,Cape Town City,2.0,0.0,FINISHED,2023-02-04,1376445,Matchday 19,2022-2023,1376445,H,5.0,7.0,18.0,14.0,-0.2,0.0,908.4018379382446,5250000.0,,
Marumo Gallants,Sekhukhune United,2.0,0.0,FINISHED,2023-02-04,1376523,Matchday 19,2022-2023,1376523,H,2.0,12.0,6.0,17.0,-1.0,0.4,666.410273920029,2930000.0,9700000.0,0.3020618556701031
Golden Arrows,Royal AM,1.0,2.0,FINISHED,2023-02-04,1376510,Matchday 19,2022-2023,1376510,A,6.0,5.0,10.0,8.0,-1.0,-0.4,6.925397570849175,6830000.0,,
TS Galaxy,Kaizer Chiefs,0.0,0.0,FINISHED,2023-02-05,1376565,Matchday 19,2022-2023,1376565,D,5.0,6.0,12.0,16.0,0.4,-0.4,307.1715110310044,3680000.0,16230000.0,0.22674060382008626
Orlando Pirates,Maritzburg United,2.0,1.0,FINISHED,2023-02-17,1376564,Matchday 20,2022-2023,1376564,H,9.0,10.0,14.0,12.0,1.0,0.6,447.4634267755237,22330000.0,,
AmaZulu,TS Galaxy,1.0,2.0,FINISHED,2023-02-18,1376559,Matchday 20,2022-2023,1376559,A,6.0,5.0,13.0,12.0,0.4,0.4,485.7237565219576,10880000.0,3680000.0,2.9565217391304346
Royal AM,Siwelele,1.0,1.0,FINISHED,2023-02-18,1376558,Matchday 20,2022-2023,1376558,D,7.0,5.0,11.0,18.0,-0.2,0.0,456.58950795785546,,5250000.0,
Sekhukhune United,Richards Bay,2.0,0.0,FINISHED,2023-02-18,1376560,Matchday 20,2022-2023,1376560,H,9.0,5.0,14.0,14.0,-0.2,-0.2,594.6220991882807,9700000.0,6880000.0,1.4098837209302326
Kaizer Chiefs,Golden Arrows,2.0,3.0,FINISHED,2023-02-19,1376561,Matchday 20,2022-2023,1376561,A,4.0,3.0,14.0,9.0,-0.8,-1.4,504.272327791487,16230000.0,6830000.0,2.376281112737921
Cape Town City,Swallows FC,2.0,0.0,FINISHED,2023-02-19,1376557,Matchday 20,2022-2023,1376557,H,7.0,8.0,13.0,13.0,-0.2,0.4,1246.3111609025605,,,
Siwelele,Maritzburg United,2.0,0.0,FINISHED,2023-02-24,1376556,Matchday 21,2022-2023,1376556,H,6.0,7.0,16.0,11.0,0.2,0.2,405.2090684317437,5250000.0,,
Richards Bay,Stellenbosch,1.0,2.0,FINISHED,2023-02-25,1376554,Matchday 21,2022-2023,1376554,A,5.0,7.0,13.0,10.0,-0.2,-0.4,1377.396602947712,6880000.0,6080000.0,1.131578947368421
Sekhukhune United,Cape Town City,0.0,1.0,FINISHED,2023-02-25,1376535,Matchday 21,2022-2023,1376535,A,9.0,7.0,17.0,16.0,0.0,0.0,1543.6679540867367,9700000.0,,
AmaZulu,Royal AM,1.0,1.0,FINISHED,2023-02-25,1376552,Matchday 21,2022-2023,1376552,D,6.0,5.0,12.0,12.0,0.6,-0.6,17.3943183164239,10880000.0,,
Kaizer Chiefs,Orlando Pirates,1.0,0.0,FINISHED,2023-02-25,1376555,Matchday 21,2022-2023,1376555,H,4.0,12.0,11.0,16.0,-0.8,1.4,5.978268699146683,16230000.0,22330000.0,0.7268248992386923
Chippa United,Swallows FC,1.0,2.0,FINISHED,2023-02-26,1376506,Matchday 21,2022-2023,1376506,A,5.0,5.0,10.0,12.0,-0.2,-0.4,753.9476134361341,5180000.0,,
Swallows FC,Orlando Pirates,1.0,4.0,FINISHED,2023-03-03,1376548,Matchday 22,2022-2023,1376548,A,7.0,9.0,12.0,15.0,-0.2,0.8,5.889312937022606,,22330000.0,
Richards Bay,Kaizer Chiefs,0.0,1.0,FINISHED,2023-03-04,1376546,Matchday 22,2022-2023,1376546,A,2.0,7.0,12.0,14.0,-0.8,0.2,489.1277826434645,6880000.0,16230000.0,0.4239063462723352
Royal AM,Sekhukhune United,2.0,0.0,FINISHED,2023-03-04,1376545,Matchday 22,2022-2023,1376545,H,6.0,6.0,10.0,17.0,-0.2,-0.4,680.0544179606063,,9700000.0,
Maritzburg United,Cape Town City,1.0,2.0,FINISHED,2023-03-04,1376543,Matchday 22,2022-2023,1376543,A,4.0,9.0,10.0,16.0,-0.6,0.2,1227.2827707671945,,,
Chippa United,AmaZulu,0.0,2.0,FINISHED,2023-03-05,1376542,Matchday 22,2022-2023,1376542,A,5.0,4.0,7.0,12.0,-0.2,-0.2,461.27259629164047,5180000.0,10880000.0,0.47610294117647056
Stellenbosch,Mamelodi Sundowns,1.0,1.0,FINISHED,2023-03-05,1376544,Matchday 22,2022-2023,1376544,D,9.0,15.0,12.0,30.0,-0.2,1.2,1280.0575148753778,6080000.0,40400000.0,0.1504950495049505
