home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result,home_rolling_points_last5,away_rolling_points_last5,home_rolling_points_last10,away_rolling_points_last10,home_gd_trend_last5,away_gd_trend_last5,travel_distance_km,home_squad_value,away_squad_value,squad_value_ratio
Durban City,Orbit College,1.0,1.0,FINISHED,2026-04-24,1634323,Matchday 26,2025-2026,1634323,D,3.0,1.0,13.0,6.0,-1.0,-1.2,593.7533467440414,6830000.0,,
AmaZulu,Chippa United,5.0,1.0,FINISHED,2026-04-25,1634318,Matchday 26,2025-2026,1634318,H,8.0,5.0,12.0,15.0,-0.2,-0.6,461.27259629164047,10880000.0,5180000.0,2.1003861003861
Sekhukhune United,Marumo Gallants,1.0,1.0,FINISHED,2026-04-25,1634319,Matchday 26,2025-2026,1634319,D,5.0,2.0,12.0,5.0,-0.4,-1.2,666.410273920029,9700000.0,2930000.0,3.310580204778157
Polokwane City,Stellenbosch,1.0,0.0,FINISHED,2026-04-26,1634317,Matchday 26,2025-2026,1634317,H,6.0,8.0,11.0,17.0,0.0,0.4,1515.760156328165,4680000.0,6080000.0,0.7697368421052632
TS Galaxy,Magesi,0.0,0.0,FINISHED,2026-04-26,1634316,Matchday 26,2025-2026,1634316,D,1.0,6.0,1.0,9.0,-2.0,0.0,236.977316740276,3680000.0,,
Orlando Pirates,Kaizer Chiefs,1.0,1.0,FINISHED,2026-04-26,1634321,Matchday 26,2025-2026,1634321,D,11.0,13.0,23.0,19.0,2.8,1.8,5.978268699146683,22330000.0,16230000.0,1.3758471965495995
Richards Bay,Mamelodi Sundowns,0.0,0.0,FINISHED,2026-04-26,1634320,Matchday 26,2025-2026,1634320,D,7.0,13.0,12.0,28.0,0.0,1.6,504.13032975002403,6880000.0,40400000.0,0.1702970297029703
Polokwane City,Mamelodi Sundowns,0.0,1.0,FINISHED,2026-04-29,1634242,Matchday 13,2025-2026,1634242,A,8.0,11.0,14.0,26.0,0.2,1.2,239.07194874410342,4680000.0,40400000.0,0.11584158415841585
Siwelele,Kaizer Chiefs,2.0,0.0,FINISHED,2026-04-29,1634404,Matchday 17,2025-2026,1634404,H,6.0,11.0,13.0,17.0,0.0,1.4,369.4351841819827,5250000.0,16230000.0,0.3234750462107209
Mamelodi Sundowns,Polokwane City,3.0,0.0,FINISHED,2026-05-03,1634347,Matchday 30,2025-2026,1634347,H,11.0,8.0,26.0,13.0,1.0,0.2,239.07194874410342,40400000.0,4680000.0,8.632478632478632
Stellenbosch,Orlando Pirates,0.0,2.0,FINISHED,2026-05-05,1634372,Matchday 27,2025-2026,1634372,A,7.0,11.0,16.0,21.0,0.2,2.8,1220.6858842275062,6080000.0,22330000.0,0.2722794446932378
Siwelele,Durban City,2.0,2.0,FINISHED,2026-05-05,1634358,Matchday 27,2025-2026,1634358,D,6.0,4.0,15.0,11.0,0.2,-0.8,456.58950795785546,5250000.0,6830000.0,0.7686676427525623
Magesi,Orbit College,1.0,2.0,FINISHED,2026-05-05,1634330,Matchday 27,2025-2026,1634330,A,7.0,2.0,10.0,7.0,0.4,-0.8,296.4272094859066,,,
Chippa United,Sekhukhune United,1.0,3.0,FINISHED,2026-05-06,1634315,Matchday 27,2025-2026,1634315,A,4.0,5.0,12.0,13.0,-1.4,-0.4,1021.3060443774077,5180000.0,9700000.0,0.534020618556701
Mamelodi Sundowns,Kaizer Chiefs,1.0,1.0,FINISHED,2026-05-06,1634370,Matchday 27,2025-2026,1634370,D,11.0,8.0,26.0,17.0,1.0,0.6,58.65727490670219,40400000.0,16230000.0,2.4892174984596425
AmaZulu,Golden Arrows,1.0,1.0,FINISHED,2026-05-06,1634371,Matchday 27,2025-2026,1634371,D,8.0,10.0,12.0,18.0,0.4,-0.4,20.109034086532077,10880000.0,6830000.0,1.5929721815519766
Richards Bay,Polokwane City,0.0,0.0,FINISHED,2026-05-06,1634368,Matchday 27,2025-2026,1634368,D,8.0,5.0,12.0,12.0,0.2,-0.6,594.599100630916,6880000.0,4680000.0,1.4700854700854702
Marumo Gallants,TS Galaxy,1.0,1.0,FINISHED,2026-05-06,1634369,Matchday 27,2025-2026,1634369,D,3.0,1.0,6.0,2.0,-1.0,-2.0,620.8932044419288,2930000.0,3680000.0,0.7961956521739131
Durban City,Stellenbosch,0.0,0.0,FINISHED,2026-05-08,1634367,Matchday 28,2025-2026,1634367,D,2.0,4.0,12.0,13.0,-1.0,-0.4,1217.2577336136833,6830000.0,6080000.0,1.1233552631578947
Orbit College,AmaZulu,0.0,0.0,FINISHED,2026-05-09,1634365,Matchday 28,2025-2026,1634365,D,5.0,6.0,9.0,13.0,-0.4,0.2,596.0580790920137,,10880000.0,
Mamelodi Sundowns,Siwelele,7.0,4.0,FINISHED,2026-05-09,1634363,Matchday 28,2025-2026,1634363,H,9.0,7.0,24.0,15.0,0.8,0.4,428.0130608722853,40400000.0,5250000.0,7.695238095238095
Magesi,Orlando Pirates,0.0,3.0,FINISHED,2026-05-09,1634362,Matchday 28,2025-2026,1634362,A,4.0,11.0,9.0,24.0,-0.4,2.0,302.680704101384,,22330000.0,
Golden Arrows,Polokwane City,0.0,0.0,FINISHED,2026-05-09,1634364,Matchday 28,2025-2026,1634364,D,8.0,5.0,16.0,10.0,-0.6,-0.6,686.9358434887893,6830000.0,4680000.0,1.4594017094017093
TS Galaxy,Chippa United,1.0,1.0,FINISHED,2026-05-09,1634361,Matchday 28,2025-2026,1634361,D,2.0,4.0,3.0,9.0,-0.8,-1.6,888.662992481296,3680000.0,5180000.0,0.7104247104247104
Marumo Gallants,Richards Bay,1.0,1.0,FINISHED,2026-05-09,1634366,Matchday 28,2025-2026,1634366,D,4.0,9.0,7.0,13.0,-0.6,0.4,568.4884950647302,2930000.0,6880000.0,0.4258720930232558
Sekhukhune United,Kaizer Chiefs,0.0,2.0,FINISHED,2026-05-10,1634342,Matchday 28,2025-2026,1634342,A,8.0,6.0,13.0,18.0,0.2,0.2,297.22531271282986,9700000.0,16230000.0,0.5976586568083796
TS Galaxy,Mamelodi Sundowns,3.0,2.0,FINISHED,2026-05-12,1634353,Matchday 29,2025-2026,1634353,H,3.0,11.0,4.0,24.0,-0.6,1.4,273.38745252065416,3680000.0,40400000.0,0.09108910891089109
Chippa United,Golden Arrows,0.0,2.0,FINISHED,2026-05-16,1634433,Matchday 29,2025-2026,1634433,A,5.0,9.0,7.0,16.0,-1.0,0.4,441.1636950664042,5180000.0,6830000.0,0.7584187408491947
Richards Bay,Sekhukhune United,1.0,1.0,FINISHED,2026-05-16,1634356,Matchday 29,2025-2026,1634356,D,7.0,7.0,13.0,10.0,0.2,-0.2,594.6220991882807,6880000.0,9700000.0,0.709278350515464
Stellenbosch,Orbit College,2.0,0.0,FINISHED,2026-05-16,1634354,Matchday 29,2025-2026,1634354,H,5.0,6.0,11.0,10.0,-0.2,0.0,1222.7378129340802,6080000.0,,
AmaZulu,Kaizer Chiefs,0.0,1.0,FINISHED,2026-05-16,1634359,Matchday 29,2025-2026,1634359,A,6.0,6.0,14.0,21.0,0.2,0.0,499.21680619064676,10880000.0,16230000.0,0.6703635243376463
Polokwane City,Marumo Gallants,1.0,1.0,FINISHED,2026-05-16,1634352,Matchday 29,2025-2026,1634352,D,5.0,5.0,11.0,8.0,-0.6,0.0,666.4603285034987,4680000.0,2930000.0,1.5972696245733788
Orlando Pirates,Durban City,0.0,0.0,FINISHED,2026-05-16,1634357,Matchday 29,2025-2026,1634357,D,11.0,3.0,24.0,10.0,1.6,-0.8,501.29312065190766,22330000.0,6830000.0,3.269399707174231
Siwelele,Magesi,1.0,0.0,FINISHED,2026-05-16,1634355,Matchday 29,2025-2026,1634355,H,6.0,4.0,12.0,9.0,-0.2,-0.8,669.483723717032,5250000.0,,
Magesi,Richards Bay,1.0,0.0,FINISHED,2026-05-23,1634348,Matchday 30,2025-2026,1634348,H,4.0,7.0,8.0,11.0,-0.4,0.2,605.0542792381086,,6880000.0,
Durban City,AmaZulu,0.0,1.0,FINISHED,2026-05-23,1634351,Matchday 30,2025-2026,1634351,A,4.0,5.0,8.0,14.0,-0.6,0.0,17.3943183164239,6830000.0,10880000.0,0.6277573529411765
Kaizer Chiefs,Chippa United,0.0,1.0,FINISHED,2026-05-23,1634349,Matchday 30,2025-2026,1634349,A,8.0,2.0,21.0,6.0,0.2,-1.6,753.05841286102,16230000.0,5180000.0,3.1332046332046333
Golden Arrows,TS Galaxy,0.0,0.0,FINISHED,2026-05-23,1634350,Matchday 30,2025-2026,1634350,D,9.0,6.0,19.0,7.0,0.6,0.0,501.2492909934793,6830000.0,3680000.0,1.8559782608695652
Orbit College,Orlando Pirates,0.0,2.0,FINISHED,2026-05-23,1634345,Matchday 30,2025-2026,1634345,A,5.0,11.0,9.0,22.0,-0.4,1.6,94.51975338137561,,22330000.0,
Marumo Gallants,Stellenbosch,0.0,0.0,FINISHED,2026-05-23,1634346,Matchday 30,2025-2026,1634346,D,5.0,5.0,9.0,13.0,0.0,-0.2,875.4385978904638,2930000.0,6080000.0,0.4819078947368421
Sekhukhune United,Siwelele,2.0,2.0,FINISHED,2026-05-23,1634360,Matchday 30,2025-2026,1634360,D,5.0,8.0,11.0,14.0,-0.4,0.0,666.410273920029,9700000.0,5250000.0,1.8476190476190477
Golden Arrows,Chippa United,0.0,0.0,FINISHED,2026-08-01,21920138,Matchday 1,2026-2027,21920138,D,7.0,4.0,17.0,9.0,0.4,-1.4,441.1636950664042,6830000.0,5180000.0,1.3185328185328185
Sekhukhune United,Durban City,1.0,0.0,FINISHED,2026-08-01,21920101,Matchday 1,2026-2027,21920101,H,6.0,4.0,11.0,7.0,0.0,-0.2,680.0544179606063,9700000.0,6830000.0,1.4202049780380674
Stellenbosch,AmaZulu,0.0,1.0,FINISHED,2026-08-01,21920135,Matchday 1,2026-2027,21920135,A,5.0,8.0,13.0,16.0,-0.2,0.8,1234.5377123884953,6080000.0,10880000.0,0.5588235294117647
Orlando Pirates,Milford FC,2.0,0.0,FINISHED,2026-08-01,21920061,Matchday 1,2026-2027,21920061,H,11.0,,22.0,,1.4,,489.0345394467553,22330000.0,,
Kruger United,Kaizer Chiefs,1.0,3.0,FINISHED,2026-08-01,21920046,Matchday 1,2026-2027,21920046,A,,7.0,,18.0,,0.0,307.1715110310044,2080000.0,16230000.0,0.1281577325939618
Richards Bay,Polokwane City,1.0,2.0,FINISHED,2026-08-02,21920230,Matchday 1,2026-2027,21920230,A,4.0,3.0,11.0,11.0,-0.2,-0.8,594.599100630916,6880000.0,4680000.0,1.4700854700854702
Siwelele,TS Galaxy,2.0,2.0,FINISHED,2026-08-02,21920097,Matchday 1,2026-2027,21920097,D,8.0,7.0,14.0,8.0,0.0,0.2,620.8932044419288,5250000.0,3680000.0,1.4266304347826086
Polokwane City,Stellenbosch,3.0,3.0,FINISHED,2026-08-11,21920174,Matchday 2,2026-2027,21920174,D,6.0,5.0,14.0,12.0,-0.4,-0.2,1515.760156328165,4680000.0,6080000.0,0.7697368421052632
Marumo Gallants,Kruger United,0.0,0.0,FINISHED,2026-08-11,21920141,Matchday 2,2026-2027,21920141,D,5.0,0.0,7.0,0.0,0.0,-2.0,620.8932044419288,2930000.0,2080000.0,1.4086538461538463
TS Galaxy,Mamelodi Sundowns,2.0,3.0,FINISHED,2026-08-11,21920224,Matchday 2,2026-2027,21920224,A,7.0,10.0,8.0,21.0,0.2,1.2,273.38745252065416,3680000.0,40400000.0,0.09108910891089109
Chippa United,Richards Bay,1.0,1.0,FINISHED,2026-08-11,21920100,Matchday 2,2026-2027,21920100,D,5.0,3.0,9.0,11.0,-0.6,-0.4,617.6414829288439,5180000.0,6880000.0,0.752906976744186
Milford FC,Siwelele,1.0,0.0,FINISHED,2026-08-12,21920225,Matchday 2,2026-2027,21920225,H,0.0,6.0,0.0,12.0,-2.0,-0.4,455.0419854260548,,5250000.0,
Durban City,Golden Arrows,0.0,0.0,FINISHED,2026-08-12,21920080,Matchday 2,2026-2027,21920080,D,3.0,7.0,7.0,17.0,-0.4,0.4,6.925397570849175,6830000.0,6830000.0,1.0
AmaZulu,Orlando Pirates,1.0,1.0,FINISHED,2026-08-12,21920117,Matchday 2,2026-2027,21920117,D,8.0,13.0,16.0,24.0,0.2,1.8,503.02317226140366,10880000.0,22330000.0,0.4872369010300045
Kaizer Chiefs,Sekhukhune United,2.0,0.0,FINISHED,2026-08-12,21920052,Matchday 2,2026-2027,21920052,H,10.0,8.0,18.0,13.0,0.8,0.2,297.22531271282986,16230000.0,9700000.0,1.6731958762886598
Stellenbosch,Marumo Gallants,3.0,1.0,FINISHED,2026-08-14,21920036,Matchday 3,2026-2027,21920036,H,6.0,5.0,10.0,8.0,0.2,0.0,875.4385978904638,6080000.0,2930000.0,2.0750853242320817
Kaizer Chiefs,Mamelodi Sundowns,1.0,1.0,FINISHED,2026-08-15,21920192,Matchday 3,2026-2027,21920192,D,12.0,10.0,18.0,21.0,1.2,1.2,58.65727490670219,16230000.0,40400000.0,0.40173267326732676
AmaZulu,Siwelele,2.0,0.0,FINISHED,2026-08-15,21920126,Matchday 3,2026-2027,21920126,H,8.0,5.0,14.0,12.0,0.2,-0.6,469.9550370235814,10880000.0,5250000.0,2.072380952380952
Sekhukhune United,Polokwane City,2.0,0.0,FINISHED,2026-08-15,21920153,Matchday 3,2026-2027,21920153,H,5.0,7.0,13.0,12.0,-0.6,0.2,0.08283526967326009,9700000.0,4680000.0,2.072649572649573
Durban City,Richards Bay,1.0,1.0,FINISHED,2026-08-15,21920034,Matchday 3,2026-2027,21920034,D,3.0,3.0,5.0,12.0,-0.4,-0.4,172.9234678429387,6830000.0,6880000.0,0.9927325581395349
Milford FC,Kruger United,2.0,1.0,FINISHED,2026-08-15,21920115,Matchday 3,2026-2027,21920115,H,3.0,1.0,3.0,1.0,-0.5,-1.0,478.89266976481616,,2080000.0,
Chippa United,Orlando Pirates,0.0,3.0,FINISHED,2026-08-16,21920109,Matchday 3,2026-2027,21920109,A,6.0,11.0,10.0,22.0,-0.2,1.4,753.3552243406666,5180000.0,22330000.0,0.23197492163009403
TS Galaxy,Golden Arrows,0.0,0.0,FINISHED,2026-08-16,21920201,Matchday 3,2026-2027,21920201,D,6.0,7.0,8.0,15.0,0.0,0.4,501.2492909934793,3680000.0,6830000.0,0.5387994143484627
Mamelodi Sundowns,Marumo Gallants,2.0,0.0,FINISHED,2026-08-19,21920171,Matchday 1,2026-2027,21920171,H,8.0,4.0,19.0,8.0,0.6,-0.4,428.0130608722853,40400000.0,2930000.0,13.788395904436861
Orlando Pirates,Sekhukhune United,2.0,0.0,FINISHED,2026-08-25,21920203,Matchday 4,2026-2027,21920203,H,11.0,8.0,22.0,15.0,1.4,0.2,300.02049415232636,22330000.0,9700000.0,2.302061855670103
Siwelele,Chippa United,1.0,1.0,FINISHED,2026-08-25,21920151,Matchday 4,2026-2027,21920151,D,5.0,5.0,11.0,10.0,-0.4,-0.8,454.90581570858905,5250000.0,5180000.0,1.0135135135135136
Kruger United,Durban City,0.0,2.0,FINISHED,2026-08-25,21920047,Matchday 4,2026-2027,21920047,A,1.0,3.0,1.0,6.0,-1.0,-0.4,494.69623894305175,2080000.0,6830000.0,0.30453879941434847
Marumo Gallants,TS Galaxy,2.0,3.0,FINISHED,2026-08-25,21920067,Matchday 4,2026-2027,21920067,A,3.0,6.0,8.0,9.0,-0.8,0.0,620.8932044419288,2930000.0,3680000.0,0.7961956521739131
Mamelodi Sundowns,AmaZulu,5.0,2.0,FINISHED,2026-08-26,21920122,Matchday 4,2026-2027,21920122,H,10.0,10.0,19.0,16.0,1.0,0.6,530.738182466435,40400000.0,10880000.0,3.713235294117647
Richards Bay,Kaizer Chiefs,2.0,2.0,FINISHED,2026-08-26,21920164,Matchday 4,2026-2027,21920164,D,3.0,10.0,10.0,16.0,-0.4,0.8,489.1277826434645,6880000.0,16230000.0,0.4239063462723352
Polokwane City,Milford FC,0.0,0.0,FINISHED,2026-08-26,21920159,Matchday 4,2026-2027,21920159,D,6.0,6.0,11.0,6.0,-0.2,0.0,664.7706830398749,4680000.0,,
Golden Arrows,Stellenbosch,1.0,0.0,FINISHED,2026-08-26,21920228,Matchday 4,2026-2027,21920228,H,7.0,8.0,16.0,13.0,0.4,0.6,1216.5174700019006,6830000.0,6080000.0,1.1233552631578947
Durban City,Stellenbosch,0.0,0.0,FINISHED,2026-09-01,21920186,Matchday 5,2026-2027,21920186,D,5.0,5.0,9.0,10.0,0.0,0.0,1217.2577336136833,6830000.0,6080000.0,1.1233552631578947
Kruger United,Orlando Pirates,0.0,4.0,FINISHED,2026-09-01,21920079,Matchday 5,2026-2027,21920079,A,1.0,13.0,1.0,24.0,-1.25,1.8,312.8377902530316,2080000.0,22330000.0,0.09314823107926556
Mamelodi Sundowns,Milford FC,2.0,0.0,FINISHED,2026-09-02,21920095,Matchday 10,2026-2027,21920095,H,10.0,7.0,21.0,7.0,1.0,0.0,517.5819798652949,40400000.0,,
Richards Bay,AmaZulu,1.0,2.0,FINISHED,2026-09-04,21920148,Matchday 5,2026-2027,21920148,A,3.0,10.0,10.0,15.0,-0.4,0.2,156.37380129368893,6880000.0,10880000.0,0.6323529411764706
Marumo Gallants,Polokwane City,2.0,2.0,FINISHED,2026-09-04,21920180,Matchday 5,2026-2027,21920180,D,2.0,6.0,7.0,11.0,-1.0,-0.2,666.4603285034987,2930000.0,4680000.0,0.6260683760683761
Chippa United,Milford FC,0.0,0.0,FINISHED,2026-09-05,21920200,Matchday 5,2026-2027,21920200,D,6.0,7.0,8.0,7.0,-0.4,-0.4,457.7970507657679,5180000.0,,
Sekhukhune United,TS Galaxy,0.0,0.0,FINISHED,2026-09-05,21920193,Matchday 5,2026-2027,21920193,D,7.0,6.0,12.0,12.0,-0.2,0.0,225.8571765261528,9700000.0,3680000.0,2.635869565217391
Golden Arrows,Mamelodi Sundowns,1.0,2.0,FINISHED,2026-09-06,21920120,Matchday 5,2026-2027,21920120,A,7.0,13.0,16.0,23.0,0.2,1.6,537.6085491295763,6830000.0,40400000.0,0.16905940594059407
Kaizer Chiefs,Siwelele,3.0,2.0,FINISHED,2026-09-06,21920202,Matchday 5,2026-2027,21920202,H,8.0,3.0,16.0,11.0,0.6,-0.6,369.4351841819827,16230000.0,5250000.0,3.0914285714285716
Mamelodi Sundowns,Siwelele,3.0,0.0,FINISHED,2026-09-09,21920012,Matchday 7,2026-2027,21920012,H,13.0,2.0,23.0,10.0,1.6,-0.8,428.0130608722853,40400000.0,5250000.0,7.695238095238095
Stellenbosch,Sekhukhune United,,,UPCOMING,2026-09-11,21920185,Matchday 6,2026-2027,21920185,,5.0,7.0,10.0,13.0,0.0,-0.2,1515.6973046794312,6080000.0,9700000.0,0.6268041237113402
AmaZulu,Marumo Gallants,,,UPCOMING,2026-09-12,21920146,Matchday 6,2026-2027,21920146,,10.0,2.0,18.0,7.0,0.2,-1.0,469.9550370235814,10880000.0,2930000.0,3.7133105802047783
Polokwane City,Kaizer Chiefs,,,UPCOMING,2026-09-12,21920215,Matchday 6,2026-2027,21920215,,6.0,11.0,9.0,18.0,-0.2,1.0,297.2773652263127,4680000.0,16230000.0,0.28835489833641403
Chippa United,Mamelodi Sundowns,,,UPCOMING,2026-09-12,21920188,Matchday 6,2026-2027,21920188,,4.0,15.0,8.0,23.0,-0.6,2.2,807.1414964025447,5180000.0,40400000.0,0.12821782178217822
Siwelele,Golden Arrows,,,UPCOMING,2026-09-13,21920116,Matchday 6,2026-2027,21920116,,1.0,6.0,7.0,13.0,-1.4,0.0,459.8354704753759,5250000.0,6830000.0,0.7686676427525623
Milford FC,Richards Bay,,,UPCOMING,2026-09-13,21920084,Matchday 6,2026-2027,21920084,,8.0,3.0,8.0,7.0,0.0,-0.4,160.96094363985532,,6880000.0,
TS Galaxy,Kruger United,,,UPCOMING,2026-09-13,21920156,Matchday 6,2026-2027,21920156,,6.0,1.0,13.0,1.0,0.0,-1.8,0.0,3680000.0,2080000.0,1.7692307692307692
Orlando Pirates,Durban City,,,UPCOMING,2026-09-17,21920112,Matchday 6,2026-2027,21920112,,13.0,6.0,24.0,10.0,2.2,0.2,501.29312065190766,22330000.0,6830000.0,3.269399707174231
Kruger United,Stellenbosch,,,UPCOMING,2026-09-19,21920195,Matchday 7,2026-2027,21920195,,1.0,5.0,1.0,10.0,-1.75,0.25,1496.21522813951,2080000.0,6080000.0,0.34210526315789475
Richards Bay,Sekhukhune United,,,UPCOMING,2026-09-19,21920165,Matchday 7,2026-2027,21920165,,3.0,4.0,6.0,12.0,-0.25,-0.5,594.6220991882807,6880000.0,9700000.0,0.709278350515464
Polokwane City,AmaZulu,,,UPCOMING,2026-09-19,21920050,Matchday 7,2026-2027,21920050,,3.0,7.0,9.0,15.0,-0.5,0.0,674.548969699843,4680000.0,10880000.0,0.43014705882352944
Milford FC,Durban City,,,UPCOMING,2026-09-20,21920145,Matchday 7,2026-2027,21920145,,5.0,6.0,8.0,9.0,-0.25,0.5,15.813148756079126,,6830000.0,
Golden Arrows,Kaizer Chiefs,,,UPCOMING,2026-09-20,21920199,Matchday 7,2026-2027,21920199,,5.0,8.0,12.0,18.0,0.0,0.75,504.272327791487,6830000.0,16230000.0,0.4208256315465188
TS Galaxy,Chippa United,,,UPCOMING,2026-09-20,21920088,Matchday 7,2026-2027,21920088,,5.0,3.0,12.0,8.0,0.0,-0.75,888.662992481296,3680000.0,5180000.0,0.7104247104247104
Marumo Gallants,Orlando Pirates,,,UPCOMING,2026-09-20,21920170,Matchday 7,2026-2027,21920170,,1.0,10.0,6.0,23.0,-1.25,2.25,367.02395017310073,2930000.0,22330000.0,0.13121361397223466
Durban City,AmaZulu,,,UPCOMING,2026-10-16,21920123,Matchday 8,2026-2027,21920123,,5.0,6.0,8.0,14.0,0.6666666666666666,0.0,17.3943183164239,6830000.0,10880000.0,0.6277573529411765
Chippa United,Kruger United,,,UPCOMING,2026-10-17,21920176,Matchday 8,2026-2027,21920176,,2.0,0.0,8.0,1.0,-1.0,-2.3333333333333335,888.662992481296,5180000.0,2080000.0,2.4903846153846154
Richards Bay,Mamelodi Sundowns,,,UPCOMING,2026-10-17,21920223,Matchday 8,2026-2027,21920223,,2.0,12.0,5.0,22.0,-0.3333333333333333,2.25,504.13032975002403,6880000.0,40400000.0,0.1702970297029703
Kaizer Chiefs,Stellenbosch,,,UPCOMING,2026-10-17,21920173,Matchday 8,2026-2027,21920173,,5.0,4.0,17.0,10.0,0.3333333333333333,0.3333333333333333,1224.541902196886,16230000.0,6080000.0,2.669407894736842
Golden Arrows,Milford FC,,,UPCOMING,2026-10-17,21920024,Matchday 8,2026-2027,21920024,,4.0,2.0,11.0,8.0,0.0,-0.6666666666666666,22.41744602797916,6830000.0,,
Sekhukhune United,Marumo Gallants,,,UPCOMING,2026-10-17,21920196,Matchday 8,2026-2027,21920196,,4.0,1.0,9.0,5.0,0.0,-1.0,666.410273920029,9700000.0,2930000.0,3.310580204778157
Siwelele,Polokwane City,,,UPCOMING,2026-10-18,21920099,Matchday 8,2026-2027,21920099,,1.0,2.0,6.0,9.0,-1.5,-0.6666666666666666,666.4603285034987,5250000.0,4680000.0,1.1217948717948718
Orlando Pirates,TS Galaxy,,,UPCOMING,2026-10-18,21920191,Matchday 8,2026-2027,21920191,,9.0,5.0,20.0,11.0,3.0,0.3333333333333333,312.8377902530316,22330000.0,3680000.0,6.067934782608695
Marumo Gallants,Siwelele,,,UPCOMING,2026-10-30,21920054,Matchday 9,2026-2027,21920054,,1.0,1.0,4.0,6.0,-0.5,-1.3333333333333333,0.0,2930000.0,5250000.0,0.5580952380952381
Stellenbosch,Chippa United,,,UPCOMING,2026-10-30,21920007,Matchday 9,2026-2027,21920007,,1.0,2.0,9.0,7.0,-0.5,0.0,843.8903781142693,6080000.0,5180000.0,1.1737451737451738
Orlando Pirates,Kaizer Chiefs,,,UPCOMING,2026-10-31,21920178,Matchday 9,2026-2027,21920178,,6.0,4.0,17.0,14.0,3.0,0.5,5.978268699146683,22330000.0,16230000.0,1.3758471965495995
AmaZulu,Golden Arrows,,,UPCOMING,2026-10-31,21920063,Matchday 9,2026-2027,21920063,,3.0,3.0,13.0,10.0,-1.0,0.0,20.109034086532077,10880000.0,6830000.0,1.5929721815519766
Polokwane City,TS Galaxy,,,UPCOMING,2026-10-31,21920114,Matchday 9,2026-2027,21920114,,2.0,4.0,8.0,10.0,0.0,0.5,225.81389740526924,4680000.0,3680000.0,1.2717391304347827
Kruger United,Richards Bay,,,UPCOMING,2026-10-31,21920071,Matchday 9,2026-2027,21920071,,0.0,1.0,1.0,4.0,-3.0,-0.5,381.57695986500306,2080000.0,6880000.0,0.3023255813953488
Mamelodi Sundowns,Durban City,,,UPCOMING,2026-11-01,21920118,Matchday 9,2026-2027,21920118,,9.0,4.0,19.0,7.0,2.0,1.0,530.8250357544052,40400000.0,6830000.0,5.915080527086384
Milford FC,Sekhukhune United,,,UPCOMING,2026-11-01,21920217,Matchday 9,2026-2027,21920217,,1.0,1.0,8.0,9.0,-1.0,-1.0,664.7748264029013,,9700000.0,
Polokwane City,Kruger United,,,UPCOMING,2026-11-04,21920212,Matchday 10,2026-2027,21920212,,1.0,0.0,7.0,1.0,0.0,-4.0,225.81389740526924,4680000.0,2080000.0,2.25
TS Galaxy,Durban City,,,UPCOMING,2026-11-04,21920065,Matchday 10,2026-2027,21920065,,1.0,1.0,7.0,6.0,0.0,0.0,494.69623894305175,3680000.0,6830000.0,0.5387994143484627
Kaizer Chiefs,AmaZulu,,,UPCOMING,2026-11-04,21920086,Matchday 10,2026-2027,21920086,,3.0,3.0,11.0,13.0,1.0,1.0,499.21680619064676,16230000.0,10880000.0,1.4917279411764706
Golden Arrows,Marumo Gallants,,,UPCOMING,2026-11-04,21920098,Matchday 10,2026-2027,21920098,,0.0,1.0,7.0,3.0,-1.0,0.0,459.8354704753759,6830000.0,2930000.0,2.3310580204778155
Chippa United,Sekhukhune United,,,UPCOMING,2026-11-04,21920043,Matchday 10,2026-2027,21920043,,1.0,1.0,7.0,8.0,0.0,0.0,1021.3060443774077,5180000.0,9700000.0,0.534020618556701
Siwelele,Orlando Pirates,,,UPCOMING,2026-11-04,21920214,Matchday 10,2026-2027,21920214,,0.0,3.0,3.0,16.0,-2.0,4.0,367.02395017310073,5250000.0,22330000.0,0.23510971786833856
Richards Bay,Stellenbosch,,,UPCOMING,2026-11-04,21920019,Matchday 10,2026-2027,21920019,,0.0,1.0,3.0,6.0,-1.0,0.0,1377.396602947712,6880000.0,6080000.0,1.131578947368421
Stellenbosch,TS Galaxy,,,UPCOMING,2026-11-27,21920030,Matchday 11,2026-2027,21920030,,,,5.0,6.0,,,1496.21522813951,6080000.0,3680000.0,1.6521739130434783
Durban City,Polokwane City,,,UPCOMING,2026-11-27,21920022,Matchday 11,2026-2027,21920022,,,,6.0,6.0,,,680.0507766550901,6830000.0,4680000.0,1.4594017094017093
AmaZulu,Milford FC,,,UPCOMING,2026-11-28,21920237,Matchday 11,2026-2027,21920237,,,1.0,10.0,8.0,,0.0,15.68272617208639,10880000.0,,
Chippa United,Kaizer Chiefs,,,UPCOMING,2026-11-28,21920083,Matchday 11,2026-2027,21920083,,,,4.0,11.0,,,753.05841286102,5180000.0,16230000.0,0.31916204559457795
Kruger United,Mamelodi Sundowns,,,UPCOMING,2026-11-28,21920053,Matchday 11,2026-2027,21920053,,,6.0,1.0,19.0,,2.0,273.38745252065416,2080000.0,40400000.0,0.05148514851485148
Orlando Pirates,Golden Arrows,,,UPCOMING,2026-11-28,21920110,Matchday 11,2026-2027,21920110,,,,13.0,6.0,,,507.8973058318857,22330000.0,6830000.0,3.269399707174231
