home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result
Siwelele,Mamelodi Sundowns,2,1,FINISHED,2022-09-02,1376436,Matchday 6,2022-2023,1376436,H
Golden Arrows,Chippa United,3,2,FINISHED,2022-09-03,1376435,Matchday 6,2022-2023,1376435,H
Stellenbosch,Richards Bay,1,2,FINISHED,2022-09-03,1376434,Matchday 6,2022-2023,1376434,A
Kaizer Chiefs,AmaZulu,0,0,FINISHED,2022-09-03,1376415,Matchday 6,2022-2023,1376415,D
Sekhukhune United,Royal AM,1,2,FINISHED,2022-09-03,1376432,Matchday 6,2022-2023,1376432,A
TS Galaxy,Cape Town City,0,1,FINISHED,2022-09-03,1376386,Matchday 6,2022-2023,1376386,A
Marumo Gallants,Swallows FC,1,1,FINISHED,2022-09-04,1376430,Matchday 6,2022-2023,1376430,D
Maritzburg United,Orlando Pirates,1,0,FINISHED,2022-09-04,1376429,Matchday 6,2022-2023,1376429,H
Royal AM,Richards Bay,0,1,FINISHED,2022-09-06,1376421,Matchday 7,2022-2023,1376421,A
Cape Town City,Sekhukhune United,0,0,FINISHED,2022-09-06,1376424,Matchday 7,2022-2023,1376424,D
Maritzburg United,Siwelele,1,2,FINISHED,2022-09-09,1376428,Matchday 7,2022-2023,1376428,A
AmaZulu,Chippa United,1,2,FINISHED,2022-09-10,1376427,Matchday 7,2022-2023,1376427,A
Swallows FC,Stellenbosch,1,2,FINISHED,2022-09-10,1376426,Matchday 7,2022-2023,1376426,A
Orlando Pirates,TS Galaxy,2,0,FINISHED,2022-09-10,1376425,Matchday 7,2022-2023,1376425,H
Mamelodi Sundowns,Golden Arrows,2,1,FINISHED,2022-09-10,1376423,Matchday 7,2022-2023,1376423,H
Marumo Gallants,Kaizer Chiefs,1,1,FINISHED,2022-09-11,1376422,Matchday 7,2022-2023,1376422,D
Cape Town City,Maritzburg United,0,0,FINISHED,2022-08-16,1376420,Matchday 8,2022-2023,1376420,D
Royal AM,Orlando Pirates,0,1,FINISHED,2022-08-17,1376354,Matchday 8,2022-2023,1376354,A
Chippa United,Marumo Gallants,1,0,FINISHED,2022-09-17,1376419,Matchday 8,2022-2023,1376419,H
Golden Arrows,Swallows FC,4,0,FINISHED,2022-09-17,1376418,Matchday 8,2022-2023,1376418,H
Sekhukhune United,Stellenbosch,1,1,FINISHED,2022-09-17,1376341,Matchday 8,2022-2023,1376341,D
Kaizer Chiefs,Siwelele,2,1,FINISHED,2022-09-17,1376388,Matchday 8,2022-2023,1376388,H
Mamelodi Sundowns,AmaZulu,1,0,FINISHED,2022-09-18,1376433,Matchday 8,2022-2023,1376433,H
Richards Bay,TS Galaxy,0,0,FINISHED,2022-09-18,1376353,Matchday 8,2022-2023,1376353,D
Chippa United,Mamelodi Sundowns,0,1,FINISHED,2022-09-07,1376351,Matchday 9,2022-2023,1376351,A
Sekhukhune United,Orlando Pirates,2,0,FINISHED,2022-10-04,1376352,Matchday 9,2022-2023,1376352,H
Siwelele,Royal AM,3,1,FINISHED,2022-10-04,1376348,Matchday 9,2022-2023,1376348,H
TS Galaxy,Marumo Gallants,0,1,FINISHED,2022-10-04,1376347,Matchday 9,2022-2023,1376347,A
Golden Arrows,Cape Town City,1,1,FINISHED,2022-10-04,1376350,Matchday 9,2022-2023,1376350,D
Stellenbosch,Maritzburg United,3,0,FINISHED,2022-10-04,1376349,Matchday 9,2022-2023,1376349,H
AmaZulu,Richards Bay,0,1,FINISHED,2022-10-05,1376346,Matchday 9,2022-2023,1376346,A
Swallows FC,Kaizer Chiefs,1,2,FINISHED,2022-10-05,1376345,Matchday 9,2022-2023,1376345,A
Siwelele,Sekhukhune United,3,1,FINISHED,2022-10-07,1376344,Matchday 10,2022-2023,1376344,H
TS Galaxy,Swallows FC,0,0,FINISHED,2022-10-08,1376338,Matchday 10,2022-2023,1376338,D
Orlando Pirates,Richards Bay,0,0,FINISHED,2022-10-08,1376342,Matchday 10,2022-2023,1376342,D
Stellenbosch,Kaizer Chiefs,1,3,FINISHED,2022-10-09,1376339,Matchday 10,2022-2023,1376339,A
Royal AM,Golden Arrows,3,1,FINISHED,2022-10-25,1376357,Matchday 10,2022-2023,1376357,H
Cape Town City,Chippa United,2,1,FINISHED,2022-10-25,1376337,Matchday 10,2022-2023,1376337,H
Maritzburg United,Mamelodi Sundowns,0,5,FINISHED,2022-10-25,1376340,Matchday 10,2022-2023,1376340,A
Marumo Gallants,AmaZulu,0,0,FINISHED,2022-10-26,1376356,Matchday 10,2022-2023,1376356,D
Golden Arrows,Stellenbosch,1,1,FINISHED,2022-10-14,1376335,Matchday 11,2022-2023,1376335,D
Orlando Pirates,AmaZulu,1,1,FINISHED,2022-10-14,1376336,Matchday 11,2022-2023,1376336,D
Richards Bay,Maritzburg United,0,0,FINISHED,2022-10-15,1376334,Matchday 11,2022-2023,1376334,D
Kaizer Chiefs,Chippa United,1,2,FINISHED,2022-10-15,1376333,Matchday 11,2022-2023,1376333,A
Cape Town City,Siwelele,0,1,FINISHED,2023-01-03,1376332,Matchday 11,2022-2023,1376332,A
Mamelodi Sundowns,Swallows FC,2,0,FINISHED,2023-01-03,1376329,Matchday 11,2022-2023,1376329,H
Royal AM,TS Galaxy,0,0,FINISHED,2023-01-03,1376330,Matchday 11,2022-2023,1376330,D
Sekhukhune United,Marumo Gallants,3,2,FINISHED,2023-01-03,1376331,Matchday 11,2022-2023,1376331,H
Chippa United,Sekhukhune United,1,0,FINISHED,2022-10-18,1376328,Matchday 12,2022-2023,1376328,H
Stellenbosch,Siwelele,0,2,FINISHED,2022-10-18,1376371,Matchday 12,2022-2023,1376371,A
Golden Arrows,Orlando Pirates,0,2,FINISHED,2022-10-18,1376343,Matchday 12,2022-2023,1376343,A
AmaZulu,Maritzburg United,1,1,FINISHED,2022-10-19,1376385,Matchday 12,2022-2023,1376385,D
Kaizer Chiefs,TS Galaxy,2,2,FINISHED,2022-10-19,1376383,Matchday 12,2022-2023,1376383,D
Richards Bay,Cape Town City,1,0,FINISHED,2022-10-19,1376382,Matchday 12,2022-2023,1376382,H
Mamelodi Sundowns,Marumo Gallants,1,0,FINISHED,2022-10-19,1376384,Matchday 12,2022-2023,1376384,H
Swallows FC,Royal AM,2,0,FINISHED,2022-10-19,1376381,Matchday 12,2022-2023,1376381,H
Maritzburg United,Golden Arrows,0,2,FINISHED,2022-10-28,1376380,Matchday 13,2022-2023,1376380,A
Orlando Pirates,Kaizer Chiefs,0,1,FINISHED,2022-10-29,1376379,Matchday 13,2022-2023,1376379,A
Marumo Gallants,Cape Town City,2,1,FINISHED,2022-10-29,1376378,Matchday 13,2022-2023,1376378,H
Royal AM,Mamelodi Sundowns,0,3,FINISHED,2022-10-29,1376377,Matchday 13,2022-2023,1376377,A
Chippa United,Richards Bay,3,3,FINISHED,2022-10-30,1376375,Matchday 13,2022-2023,1376375,D
AmaZulu,Stellenbosch,1,0,FINISHED,2022-10-30,1376376,Matchday 13,2022-2023,1376376,H
TS Galaxy,Sekhukhune United,1,1,FINISHED,2022-10-30,1376374,Matchday 13,2022-2023,1376374,D
Siwelele,Swallows FC,1,1,FINISHED,2022-10-30,1376355,Matchday 13,2022-2023,1376355,D
Mamelodi Sundowns,Orlando Pirates,2,0,FINISHED,2022-12-30,1376367,Matchday 14,2022-2023,1376367,H
Cape Town City,Royal AM,2,1,FINISHED,2022-12-30,1376366,Matchday 14,2022-2023,1376366,H
Stellenbosch,Chippa United,1,1,FINISHED,2022-12-30,1376369,Matchday 14,2022-2023,1376369,D
Siwelele,Marumo Gallants,1,0,FINISHED,2022-12-30,1376372,Matchday 14,2022-2023,1376372,H
Maritzburg United,TS Galaxy,1,2,FINISHED,2022-12-30,1376447,Matchday 14,2022-2023,1376447,A
Richards Bay,Swallows FC,1,0,FINISHED,2022-12-31,1376370,Matchday 14,2022-2023,1376370,H
Golden Arrows,Kaizer Chiefs,0,2,FINISHED,2022-12-31,1376368,Matchday 14,2022-2023,1376368,A
Sekhukhune United,AmaZulu,0,0,FINISHED,2022-12-31,1376365,Matchday 14,2022-2023,1376365,D
Swallows FC,Chippa United,2,0,FINISHED,2023-01-06,1376364,Matchday 15,2022-2023,1376364,H
Richards Bay,Mamelodi Sundowns,0,2,FINISHED,2023-01-06,1376363,Matchday 15,2022-2023,1376363,A
Marumo Gallants,Maritzburg United,0,1,FINISHED,2023-01-07,1376361,Matchday 15,2022-2023,1376361,A
Golden Arrows,Siwelele,2,1,FINISHED,2023-01-07,1376362,Matchday 15,2022-2023,1376362,H
Cape Town City,Orlando Pirates,2,1,FINISHED,2023-01-07,1376360,Matchday 15,2022-2023,1376360,H
Kaizer Chiefs,Sekhukhune United,0,1,FINISHED,2023-01-07,1376359,Matchday 15,2022-2023,1376359,A
Royal AM,AmaZulu,2,0,FINISHED,2023-01-08,1376358,Matchday 15,2022-2023,1376358,H
TS Galaxy,Stellenbosch,0,0,FINISHED,2023-01-08,1376373,Matchday 15,2022-2023,1376373,D
AmaZulu,Kaizer Chiefs,4,0,FINISHED,2023-01-13,1376521,Matchday 16,2022-2023,1376521,H
Marumo Gallants,Richards Bay,0,2,FINISHED,2023-01-14,1376507,Matchday 16,2022-2023,1376507,A
Orlando Pirates,Golden Arrows,3,1,FINISHED,2023-01-14,1376534,Matchday 16,2022-2023,1376534,H
Stellenbosch,Sekhukhune United,0,1,FINISHED,2023-01-14,1376532,Matchday 16,2022-2023,1376532,A
Chippa United,Cape Town City,1,1,FINISHED,2023-01-14,1376533,Matchday 16,2022-2023,1376533,D
Swallows FC,TS Galaxy,0,0,FINISHED,2023-01-15,1376530,Matchday 16,2022-2023,1376530,D
Maritzburg United,Royal AM,3,1,FINISHED,2023-01-15,1376529,Matchday 16,2022-2023,1376529,H
Mamelodi Sundowns,Siwelele,1,0,FINISHED,2023-01-16,1376531,Matchday 16,2022-2023,1376531,H
Sekhukhune United,Swallows FC,1,0,FINISHED,2023-01-20,1376528,Matchday 17,2022-2023,1376528,H
Cape Town City,TS Galaxy,1,0,FINISHED,2023-01-20,1376525,Matchday 17,2022-2023,1376525,H
Royal AM,Chippa United,1,1,FINISHED,2023-01-21,1376527,Matchday 17,2022-2023,1376527,D
Golden Arrows,Maritzburg United,0,1,FINISHED,2023-01-21,1376526,Matchday 17,2022-2023,1376526,A
AmaZulu,Marumo Gallants,1,1,FINISHED,2023-01-21,1376524,Matchday 17,2022-2023,1376524,D
Kaizer Chiefs,Mamelodi Sundowns,0,1,FINISHED,2023-01-21,1376536,Matchday 17,2022-2023,1376536,A
Orlando Pirates,Stellenbosch,4,1,FINISHED,2023-01-22,1376522,Matchday 17,2022-2023,1376522,H
Siwelele,Richards Bay,1,1,FINISHED,2023-01-22,1376537,Matchday 17,2022-2023,1376537,D
Stellenbosch,Cape Town City,3,2,FINISHED,2023-01-27,1376520,Matchday 18,2022-2023,1376520,H
Mamelodi Sundowns,Sekhukhune United,2,0,FINISHED,2023-01-28,1376519,Matchday 18,2022-2023,1376519,H
Swallows FC,Siwelele,0,0,FINISHED,2023-01-28,1376518,Matchday 18,2022-2023,1376518,D
Marumo Gallants,Orlando Pirates,0,2,FINISHED,2023-01-28,1376517,Matchday 18,2022-2023,1376517,A
Chippa United,Maritzburg United,1,0,FINISHED,2023-01-29,1376515,Matchday 18,2022-2023,1376515,H
Richards Bay,AmaZulu,1,1,FINISHED,2023-01-29,1376516,Matchday 18,2022-2023,1376516,D
TS Galaxy,Golden Arrows,4,0,FINISHED,2023-01-29,1376513,Matchday 18,2022-2023,1376513,H
Kaizer Chiefs,Royal AM,2,0,FINISHED,2023-01-29,1376514,Matchday 18,2022-2023,1376514,H
Swallows FC,Richards Bay,1,0,FINISHED,2023-02-03,1376551,Matchday 19,2022-2023,1376551,H
Maritzburg United,AmaZulu,1,1,FINISHED,2023-02-03,1376512,Matchday 19,2022-2023,1376512,D
Golden Arrows,Royal AM,1,2,FINISHED,2023-02-04,1376510,Matchday 19,2022-2023,1376510,A
Orlando Pirates,Mamelodi Sundowns,0,1,FINISHED,2023-02-04,1376509,Matchday 19,2022-2023,1376509,A
Chippa United,Stellenbosch,1,2,FINISHED,2023-02-04,1376511,Matchday 19,2022-2023,1376511,A
Siwelele,Cape Town City,2,0,FINISHED,2023-02-04,1376445,Matchday 19,2022-2023,1376445,H
Marumo Gallants,Sekhukhune United,2,0,FINISHED,2023-02-04,1376523,Matchday 19,2022-2023,1376523,H
TS Galaxy,Kaizer Chiefs,0,0,FINISHED,2023-02-05,1376565,Matchday 19,2022-2023,1376565,D
Mamelodi Sundowns,Chippa United,2,1,FINISHED,2023-01-10,1376563,Matchday 20,2022-2023,1376563,H
Stellenbosch,Marumo Gallants,1,1,FINISHED,2023-01-11,1376562,Matchday 20,2022-2023,1376562,D
Orlando Pirates,Maritzburg United,2,1,FINISHED,2023-02-17,1376564,Matchday 20,2022-2023,1376564,H
Royal AM,Siwelele,1,1,FINISHED,2023-02-18,1376558,Matchday 20,2022-2023,1376558,D
Sekhukhune United,Richards Bay,2,0,FINISHED,2023-02-18,1376560,Matchday 20,2022-2023,1376560,H
AmaZulu,TS Galaxy,1,2,FINISHED,2023-02-18,1376559,Matchday 20,2022-2023,1376559,A
Kaizer Chiefs,Golden Arrows,2,3,FINISHED,2023-02-19,1376561,Matchday 20,2022-2023,1376561,A
Cape Town City,Swallows FC,2,0,FINISHED,2023-02-19,1376557,Matchday 20,2022-2023,1376557,H
TS Galaxy,Mamelodi Sundowns,1,2,FINISHED,2023-01-24,1376549,Matchday 21,2022-2023,1376549,A
Golden Arrows,Marumo Gallants,3,2,FINISHED,2023-01-25,1376550,Matchday 21,2022-2023,1376550,H
Siwelele,Maritzburg United,2,0,FINISHED,2023-02-24,1376556,Matchday 21,2022-2023,1376556,H
Kaizer Chiefs,Orlando Pirates,1,0,FINISHED,2023-02-25,1376555,Matchday 21,2022-2023,1376555,H
Richards Bay,Stellenbosch,1,2,FINISHED,2023-02-25,1376554,Matchday 21,2022-2023,1376554,A
Sekhukhune United,Cape Town City,0,1,FINISHED,2023-02-25,1376535,Matchday 21,2022-2023,1376535,A
AmaZulu,Royal AM,1,1,FINISHED,2023-02-25,1376552,Matchday 21,2022-2023,1376552,D
Chippa United,Swallows FC,1,2,FINISHED,2023-02-26,1376506,Matchday 21,2022-2023,1376506,A
Swallows FC,Orlando Pirates,1,4,FINISHED,2023-03-03,1376548,Matchday 22,2022-2023,1376548,A
Richards Bay,Kaizer Chiefs,0,1,FINISHED,2023-03-04,1376546,Matchday 22,2022-2023,1376546,A
Royal AM,Sekhukhune United,2,0,FINISHED,2023-03-04,1376545,Matchday 22,2022-2023,1376545,H
Maritzburg United,Cape Town City,1,2,FINISHED,2023-03-04,1376543,Matchday 22,2022-2023,1376543,A
Stellenbosch,Mamelodi Sundowns,1,1,FINISHED,2023-03-05,1376544,Matchday 22,2022-2023,1376544,D
Chippa United,AmaZulu,0,2,FINISHED,2023-03-05,1376542,Matchday 22,2022-2023,1376542,A
Marumo Gallants,TS Galaxy,0,0,FINISHED,2023-03-05,1376547,Matchday 22,2022-2023,1376547,D
Siwelele,Golden Arrows,2,1,FINISHED,2023-03-05,1376541,Matchday 22,2022-2023,1376541,H
Mamelodi Sundowns,Royal AM,5,1,FINISHED,2023-03-14,1376539,Matchday 23,2022-2023,1376539,H
Cape Town City,Marumo Gallants,2,2,FINISHED,2023-03-14,1376473,Matchday 23,2022-2023,1376473,D
Swallows FC,Golden Arrows,0,1,FINISHED,2023-03-17,1376540,Matchday 23,2022-2023,1376540,A
Stellenbosch,AmaZulu,2,0,FINISHED,2023-03-17,1376553,Matchday 23,2022-2023,1376553,H
Sekhukhune United,Chippa United,1,1,FINISHED,2023-03-18,1376461,Matchday 23,2022-2023,1376461,D
Orlando Pirates,Siwelele,1,0,FINISHED,2023-03-18,1376538,Matchday 23,2022-2023,1376538,H
Maritzburg United,Kaizer Chiefs,2,3,FINISHED,2023-03-18,1376508,Matchday 23,2022-2023,1376508,A
TS Galaxy,Richards Bay,4,0,FINISHED,2023-03-19,1376474,Matchday 23,2022-2023,1376474,H
Richards Bay,Orlando Pirates,0,2,FINISHED,2023-04-01,1376470,Matchday 24,2022-2023,1376470,A
Chippa United,Siwelele,1,1,FINISHED,2023-04-01,1376472,Matchday 24,2022-2023,1376472,D
Kaizer Chiefs,Stellenbosch,2,1,FINISHED,2023-04-01,1376469,Matchday 24,2022-2023,1376469,H
AmaZulu,Swallows FC,0,1,FINISHED,2023-04-01,1376467,Matchday 24,2022-2023,1376467,A
Golden Arrows,Sekhukhune United,0,0,FINISHED,2023-04-02,1376466,Matchday 24,2022-2023,1376466,D
TS Galaxy,Maritzburg United,1,2,FINISHED,2023-04-02,1376465,Matchday 24,2022-2023,1376465,A
Mamelodi Sundowns,Cape Town City,0,0,FINISHED,2023-04-04,1376468,Matchday 24,2022-2023,1376468,D
Marumo Gallants,Royal AM,3,1,FINISHED,2023-04-05,1376471,Matchday 24,2022-2023,1376471,H
Siwelele,TS Galaxy,2,0,FINISHED,2023-04-07,1376464,Matchday 25,2022-2023,1376464,H
Richards Bay,Golden Arrows,0,1,FINISHED,2023-04-08,1376476,Matchday 25,2022-2023,1376476,A
Sekhukhune United,Maritzburg United,1,0,FINISHED,2023-04-08,1376462,Matchday 25,2022-2023,1376462,H
Chippa United,Orlando Pirates,0,2,FINISHED,2023-04-08,1376457,Matchday 25,2022-2023,1376457,A
Kaizer Chiefs,Marumo Gallants,1,1,FINISHED,2023-04-08,1376477,Matchday 25,2022-2023,1376477,D
Swallows FC,Mamelodi Sundowns,0,0,FINISHED,2023-04-09,1376459,Matchday 25,2022-2023,1376459,D
Royal AM,Stellenbosch,3,1,FINISHED,2023-04-09,1376460,Matchday 25,2022-2023,1376460,H
Cape Town City,AmaZulu,2,2,FINISHED,2023-04-09,1376458,Matchday 25,2022-2023,1376458,D
Golden Arrows,Mamelodi Sundowns,1,1,FINISHED,2023-04-12,1376455,Matchday 26,2022-2023,1376455,D
Marumo Gallants,Chippa United,3,1,FINISHED,2023-04-12,1376452,Matchday 26,2022-2023,1376452,H
Maritzburg United,Richards Bay,1,1,FINISHED,2023-04-21,1376456,Matchday 26,2022-2023,1376456,D
TS Galaxy,Royal AM,1,1,FINISHED,2023-04-22,1376451,Matchday 26,2022-2023,1376451,D
Orlando Pirates,Cape Town City,2,1,FINISHED,2023-04-22,1376454,Matchday 26,2022-2023,1376454,H
Stellenbosch,Swallows FC,3,0,FINISHED,2023-04-22,1376453,Matchday 26,2022-2023,1376453,H
Sekhukhune United,Kaizer Chiefs,1,0,FINISHED,2023-04-23,1376450,Matchday 26,2022-2023,1376450,H
Siwelele,AmaZulu,2,1,FINISHED,2023-04-23,1376449,Matchday 26,2022-2023,1376449,H
Marumo Gallants,Siwelele,0,0,FINISHED,2023-04-18,1376491,Matchday 27,2022-2023,1376491,D
Mamelodi Sundowns,Richards Bay,1,0,FINISHED,2023-04-25,1376504,Matchday 27,2022-2023,1376504,H
Chippa United,Kaizer Chiefs,0,1,FINISHED,2023-04-27,1376448,Matchday 27,2022-2023,1376448,A
Swallows FC,Maritzburg United,1,0,FINISHED,2023-04-27,1376463,Matchday 27,2022-2023,1376463,H
Royal AM,Cape Town City,1,2,FINISHED,2023-04-29,1376502,Matchday 27,2022-2023,1376502,A
Stellenbosch,Golden Arrows,5,2,FINISHED,2023-04-29,1376505,Matchday 27,2022-2023,1376505,H
AmaZulu,Sekhukhune United,2,0,FINISHED,2023-04-29,1376503,Matchday 27,2022-2023,1376503,H
TS Galaxy,Orlando Pirates,1,2,FINISHED,2023-04-30,1376501,Matchday 27,2022-2023,1376501,A
Kaizer Chiefs,Swallows FC,1,2,FINISHED,2023-05-01,1376500,Matchday 28,2022-2023,1376500,A
Siwelele,Stellenbosch,0,0,FINISHED,2023-05-02,1376499,Matchday 28,2022-2023,1376499,D
Orlando Pirates,Royal AM,1,1,FINISHED,2023-05-03,1376495,Matchday 28,2022-2023,1376495,D
Sekhukhune United,TS Galaxy,1,1,FINISHED,2023-05-03,1376475,Matchday 28,2022-2023,1376475,D
Cape Town City,Golden Arrows,0,0,FINISHED,2023-05-03,1376497,Matchday 28,2022-2023,1376497,D
AmaZulu,Mamelodi Sundowns,2,2,FINISHED,2023-05-03,1376498,Matchday 28,2022-2023,1376498,D
Maritzburg United,Marumo Gallants,2,2,FINISHED,2023-05-03,1376496,Matchday 28,2022-2023,1376496,D
Richards Bay,Chippa United,2,3,FINISHED,2023-05-03,1376494,Matchday 28,2022-2023,1376494,A
Marumo Gallants,Mamelodi Sundowns,0,2,FINISHED,2023-05-06,1376489,Matchday 29,2022-2023,1376489,A
TS Galaxy,Chippa United,4,0,FINISHED,2023-05-13,1376485,Matchday 29,2022-2023,1376485,H
Golden Arrows,AmaZulu,1,0,FINISHED,2023-05-13,1376566,Matchday 29,2022-2023,1376566,H
Maritzburg United,Stellenbosch,1,0,FINISHED,2023-05-13,1376490,Matchday 29,2022-2023,1376490,H
Cape Town City,Richards Bay,2,0,FINISHED,2023-05-13,1376492,Matchday 29,2022-2023,1376492,H
Siwelele,Kaizer Chiefs,1,0,FINISHED,2023-05-13,1376486,Matchday 29,2022-2023,1376486,H
Orlando Pirates,Sekhukhune United,1,1,FINISHED,2023-05-13,1376488,Matchday 29,2022-2023,1376488,D
Royal AM,Swallows FC,0,1,FINISHED,2023-05-13,1376487,Matchday 29,2022-2023,1376487,A
Mamelodi Sundowns,Maritzburg United,1,1,FINISHED,2023-05-16,1376481,Matchday 30,2022-2023,1376481,D
Richards Bay,Royal AM,0,0,FINISHED,2023-05-20,1376480,Matchday 30,2022-2023,1376480,D
AmaZulu,Orlando Pirates,0,4,FINISHED,2023-05-20,1376484,Matchday 30,2022-2023,1376484,A
Chippa United,Golden Arrows,0,0,FINISHED,2023-05-20,1376483,Matchday 30,2022-2023,1376483,D
Swallows FC,Marumo Gallants,2,0,FINISHED,2023-05-20,1376493,Matchday 30,2022-2023,1376493,H
Kaizer Chiefs,Cape Town City,0,1,FINISHED,2023-05-20,1376482,Matchday 30,2022-2023,1376482,A
Sekhukhune United,Siwelele,1,0,FINISHED,2023-05-20,1376479,Matchday 30,2022-2023,1376479,H
Stellenbosch,TS Galaxy,2,1,FINISHED,2023-05-20,1376478,Matchday 30,2022-2023,1376478,H
Mamelodi Sundowns,AmaZulu,1,0,FINISHED,2021-08-20,1297526,Matchday 1,2021-2022,1297526,H
Golden Arrows,Maritzburg United,2,1,FINISHED,2021-08-21,1297513,Matchday 1,2021-2022,1297513,H
Orlando Pirates,Stellenbosch,2,2,FINISHED,2021-08-21,1297525,Matchday 1,2021-2022,1297525,D
Sekhukhune United,Chippa United,0,1,FINISHED,2021-08-21,1297499,Matchday 1,2021-2022,1297499,A
Baroka FC,Marumo Gallants,2,0,FINISHED,2021-08-21,1297524,Matchday 1,2021-2022,1297524,H
Cape Town City,Siwelele,0,0,FINISHED,2021-08-21,1297523,Matchday 1,2021-2022,1297523,D
Swallows FC,Royal AM,1,0,FINISHED,2021-08-22,1297522,Matchday 1,2021-2022,1297522,H
TS Galaxy,Kaizer Chiefs,0,0,FINISHED,2021-08-22,1297521,Matchday 1,2021-2022,1297521,D
Marumo Gallants,Orlando Pirates,0,0,FINISHED,2021-08-24,1297520,Matchday 2,2021-2022,1297520,D
Chippa United,Mamelodi Sundowns,0,0,FINISHED,2021-08-24,1297519,Matchday 2,2021-2022,1297519,D
Siwelele,Golden Arrows,3,1,FINISHED,2021-08-25,1297517,Matchday 2,2021-2022,1297517,H
Maritzburg United,Sekhukhune United,0,2,FINISHED,2021-08-25,1297528,Matchday 2,2021-2022,1297528,A
Royal AM,Cape Town City,1,2,FINISHED,2021-08-25,1297516,Matchday 2,2021-2022,1297516,A
Stellenbosch,TS Galaxy,1,0,FINISHED,2021-08-25,1297529,Matchday 2,2021-2022,1297529,H
AmaZulu,Swallows FC,0,0,FINISHED,2021-08-25,1297514,Matchday 2,2021-2022,1297514,D
Kaizer Chiefs,Baroka FC,2,1,FINISHED,2021-08-25,1297518,Matchday 2,2021-2022,1297518,H
TS Galaxy,Golden Arrows,2,2,FINISHED,2021-09-11,1297510,Matchday 3,2021-2022,1297510,D
Orlando Pirates,Swallows FC,1,0,FINISHED,2021-09-11,1297511,Matchday 3,2021-2022,1297511,H
Sekhukhune United,Stellenbosch,1,1,FINISHED,2021-09-11,1297508,Matchday 3,2021-2022,1297508,D
Baroka FC,Maritzburg United,0,1,FINISHED,2021-09-11,1297507,Matchday 3,2021-2022,1297507,A
Royal AM,Chippa United,1,0,FINISHED,2021-09-12,1297506,Matchday 3,2021-2022,1297506,H
Mamelodi Sundowns,Kaizer Chiefs,2,0,FINISHED,2021-09-12,1297505,Matchday 3,2021-2022,1297505,H
AmaZulu,Siwelele,0,0,FINISHED,2021-09-14,1297512,Matchday 3,2021-2022,1297512,D
Cape Town City,Marumo Gallants,1,0,FINISHED,2022-03-19,1297509,Matchday 3,2021-2022,1297509,H
Chippa United,Orlando Pirates,1,3,FINISHED,2021-09-18,1297503,Matchday 4,2021-2022,1297503,A
Cape Town City,Stellenbosch,0,3,FINISHED,2021-09-18,1297501,Matchday 4,2021-2022,1297501,A
Baroka FC,Sekhukhune United,1,0,FINISHED,2021-09-18,1297515,Matchday 4,2021-2022,1297515,H
Kaizer Chiefs,Royal AM,1,4,FINISHED,2021-09-18,1297558,Matchday 4,2021-2022,1297558,A
Swallows FC,Siwelele,0,3,FINISHED,2021-09-19,1297543,Matchday 4,2021-2022,1297543,A
Mamelodi Sundowns,TS Galaxy,3,0,FINISHED,2021-09-19,1297439,Matchday 4,2021-2022,1297439,H
Golden Arrows,AmaZulu,2,2,FINISHED,2021-09-22,1297504,Matchday 4,2021-2022,1297504,D
Maritzburg United,Marumo Gallants,1,0,FINISHED,2021-09-22,1297502,Matchday 4,2021-2022,1297502,H
Swallows FC,Cape Town City,0,0,FINISHED,2021-09-24,1297550,Matchday 5,2021-2022,1297550,D
Orlando Pirates,Mamelodi Sundowns,0,2,FINISHED,2021-09-25,1297555,Matchday 5,2021-2022,1297555,A
Sekhukhune United,Golden Arrows,1,1,FINISHED,2021-09-25,1297553,Matchday 5,2021-2022,1297553,D
AmaZulu,Baroka FC,1,0,FINISHED,2021-09-25,1297556,Matchday 5,2021-2022,1297556,H
Siwelele,Maritzburg United,2,1,FINISHED,2021-09-25,1297554,Matchday 5,2021-2022,1297554,H
Stellenbosch,Chippa United,2,1,FINISHED,2021-09-25,1297552,Matchday 5,2021-2022,1297552,H
Royal AM,TS Galaxy,4,2,FINISHED,2021-09-26,1297551,Matchday 5,2021-2022,1297551,H
Marumo Gallants,Kaizer Chiefs,0,0,FINISHED,2021-09-26,1297549,Matchday 5,2021-2022,1297549,D
AmaZulu,Kaizer Chiefs,1,1,FINISHED,2021-10-02,1297548,Matchday 6,2021-2022,1297548,D
Chippa United,Siwelele,0,0,FINISHED,2021-10-02,1297547,Matchday 6,2021-2022,1297547,D
TS Galaxy,Sekhukhune United,0,1,FINISHED,2021-10-02,1297546,Matchday 6,2021-2022,1297546,A
Baroka FC,Stellenbosch,1,1,FINISHED,2021-10-02,1297544,Matchday 6,2021-2022,1297544,D
Cape Town City,Orlando Pirates,1,1,FINISHED,2021-10-02,1297527,Matchday 6,2021-2022,1297527,D
Golden Arrows,Marumo Gallants,3,1,FINISHED,2021-10-03,1297542,Matchday 6,2021-2022,1297542,H
Royal AM,Maritzburg United,2,1,FINISHED,2021-10-03,1297498,Matchday 6,2021-2022,1297498,H
Mamelodi Sundowns,Swallows FC,3,0,FINISHED,2021-10-03,1297541,Matchday 6,2021-2022,1297541,H
Sekhukhune United,Cape Town City,1,0,FINISHED,2021-10-16,1297540,Matchday 7,2021-2022,1297540,H
