home_team,away_team,home_score,away_score,status,date,netsport_id,matchday,season,match_id,result
Mamelodi Sundowns,AmaZulu,2,0,FINISHED,2025-08-12,1634275,Matchday 2,2025-2026,1634275,H
Marumo Gallants,Orlando Pirates,2,1,FINISHED,2025-08-12,1634274,Matchday 2,2025-2026,1634274,H
Orbit College,Siwelele,1,0,FINISHED,2025-08-12,1634273,Matchday 2,2025-2026,1634273,H
Magesi,Stellenbosch,1,1,FINISHED,2025-08-13,1634269,Matchday 2,2025-2026,1634269,D
Golden Arrows,Richards Bay,1,0,FINISHED,2025-08-13,1634271,Matchday 2,2025-2026,1634271,H
Kaizer Chiefs,Polokwane City,1,0,FINISHED,2025-08-13,1634283,Matchday 2,2025-2026,1634283,H
Durban City,Chippa United,1,0,FINISHED,2025-08-13,1634272,Matchday 2,2025-2026,1634272,H
Sekhukhune United,TS Galaxy,1,0,FINISHED,2025-08-13,1634284,Matchday 2,2025-2026,1634284,H
Siwelele,Polokwane City,0,1,FINISHED,2025-08-19,1634263,Matchday 3,2025-2026,1634263,A
Orbit College,Sekhukhune United,0,3,FINISHED,2025-08-19,1634264,Matchday 3,2025-2026,1634264,A
Kaizer Chiefs,Richards Bay,1,0,FINISHED,2025-08-19,1634265,Matchday 3,2025-2026,1634265,H
Chippa United,TS Galaxy,1,4,FINISHED,2025-08-19,1634267,Matchday 3,2025-2026,1634267,A
Durban City,Golden Arrows,1,1,FINISHED,2025-08-19,1634266,Matchday 3,2025-2026,1634266,D
AmaZulu,Marumo Gallants,1,0,FINISHED,2025-08-20,1634262,Matchday 3,2025-2026,1634262,H
Orlando Pirates,Stellenbosch,1,0,FINISHED,2025-08-20,1634260,Matchday 3,2025-2026,1634260,H
Magesi,Mamelodi Sundowns,0,2,FINISHED,2025-08-20,1634261,Matchday 3,2025-2026,1634261,A
TS Galaxy,Siwelele,2,0,FINISHED,2025-08-26,1634313,Matchday 4,2025-2026,1634313,H
Stellenbosch,Marumo Gallants,1,0,FINISHED,2025-08-26,1634256,Matchday 4,2025-2026,1634256,H
Orlando Pirates,Orbit College,1,0,FINISHED,2025-08-26,1634259,Matchday 4,2025-2026,1634259,H
Polokwane City,Durban City,0,0,FINISHED,2025-08-26,1634258,Matchday 4,2025-2026,1634258,D
Richards Bay,Chippa United,1,0,FINISHED,2025-08-26,1634257,Matchday 4,2025-2026,1634257,H
Sekhukhune United,AmaZulu,1,1,FINISHED,2025-08-27,1634194,Matchday 4,2025-2026,1634194,D
Golden Arrows,Magesi,2,1,FINISHED,2025-08-27,1634270,Matchday 4,2025-2026,1634270,H
Kaizer Chiefs,Mamelodi Sundowns,0,0,FINISHED,2025-08-27,1634298,Matchday 4,2025-2026,1634298,D
Siwelele,Richards Bay,0,0,FINISHED,2025-08-29,1634311,Matchday 5,2025-2026,1634311,D
Stellenbosch,Mamelodi Sundowns,0,1,FINISHED,2025-08-30,1634309,Matchday 5,2025-2026,1634309,A
Magesi,AmaZulu,1,1,FINISHED,2025-08-30,1634310,Matchday 5,2025-2026,1634310,D
Sekhukhune United,Durban City,2,0,FINISHED,2025-08-30,1634307,Matchday 5,2025-2026,1634307,H
Golden Arrows,Kaizer Chiefs,0,1,FINISHED,2025-08-30,1634308,Matchday 5,2025-2026,1634308,A
Orbit College,TS Galaxy,1,3,FINISHED,2025-08-30,1634306,Matchday 5,2025-2026,1634306,A
Chippa United,Orlando Pirates,0,3,FINISHED,2025-08-31,1634305,Matchday 5,2025-2026,1634305,A
Marumo Gallants,Polokwane City,1,1,FINISHED,2025-08-31,1634304,Matchday 5,2025-2026,1634304,D
Chippa United,Orbit College,2,1,FINISHED,2025-09-16,1634303,Matchday 6,2025-2026,1634303,H
Durban City,Siwelele,2,0,FINISHED,2025-09-16,1634302,Matchday 6,2025-2026,1634302,H
Kaizer Chiefs,Sekhukhune United,1,3,FINISHED,2025-09-16,1634282,Matchday 6,2025-2026,1634282,A
Marumo Gallants,Mamelodi Sundowns,1,1,FINISHED,2025-09-17,1634299,Matchday 6,2025-2026,1634299,D
AmaZulu,Stellenbosch,2,1,FINISHED,2025-09-17,1634301,Matchday 6,2025-2026,1634301,H
Polokwane City,Golden Arrows,2,1,FINISHED,2025-09-17,1634297,Matchday 6,2025-2026,1634297,H
Richards Bay,TS Galaxy,1,1,FINISHED,2025-09-17,1634296,Matchday 6,2025-2026,1634296,D
Orlando Pirates,Magesi,2,0,FINISHED,2026-01-31,1634253,Matchday 6,2025-2026,1634253,H
Sekhukhune United,Golden Arrows,1,0,FINISHED,2025-09-20,1634293,Matchday 7,2025-2026,1634293,H
Magesi,Siwelele,2,0,FINISHED,2025-09-20,1634294,Matchday 7,2025-2026,1634294,H
Stellenbosch,Richards Bay,0,1,FINISHED,2025-09-20,1634290,Matchday 7,2025-2026,1634290,A
Orbit College,Marumo Gallants,1,1,FINISHED,2025-09-20,1634291,Matchday 7,2025-2026,1634291,D
Mamelodi Sundowns,Durban City,3,1,FINISHED,2025-09-20,1634292,Matchday 7,2025-2026,1634292,H
Polokwane City,Chippa United,2,1,FINISHED,2025-09-21,1634289,Matchday 7,2025-2026,1634289,H
TS Galaxy,Kaizer Chiefs,0,0,FINISHED,2025-12-07,1634288,Matchday 7,2025-2026,1634288,D
AmaZulu,Orlando Pirates,0,2,FINISHED,2026-02-03,1634295,Matchday 7,2025-2026,1634295,A
Siwelele,Orlando Pirates,0,1,FINISHED,2025-09-23,1634287,Matchday 8,2025-2026,1634287,A
Golden Arrows,Mamelodi Sundowns,1,0,FINISHED,2025-09-24,1634286,Matchday 8,2025-2026,1634286,H
Kaizer Chiefs,Marumo Gallants,1,1,FINISHED,2025-09-24,1634285,Matchday 8,2025-2026,1634285,D
TS Galaxy,AmaZulu,3,1,FINISHED,2025-09-24,1634220,Matchday 8,2025-2026,1634220,H
Orbit College,Polokwane City,1,0,FINISHED,2025-09-24,1634300,Matchday 8,2025-2026,1634300,H
Richards Bay,Magesi,1,0,FINISHED,2025-09-24,1634208,Matchday 8,2025-2026,1634208,H
Stellenbosch,Durban City,0,0,FINISHED,2025-09-24,1634221,Matchday 8,2025-2026,1634221,D
Sekhukhune United,Chippa United,1,1,FINISHED,2025-09-24,1634255,Matchday 8,2025-2026,1634255,D
Golden Arrows,Orbit College,3,0,FINISHED,2025-09-27,1634219,Matchday 9,2025-2026,1634219,H
Polokwane City,Sekhukhune United,1,0,FINISHED,2025-09-27,1634218,Matchday 9,2025-2026,1634218,H
Mamelodi Sundowns,Richards Bay,4,1,FINISHED,2025-09-27,1634216,Matchday 9,2025-2026,1634216,H
Durban City,Magesi,3,1,FINISHED,2025-09-27,1634215,Matchday 9,2025-2026,1634215,H
Siwelele,Marumo Gallants,1,0,FINISHED,2025-09-28,1634213,Matchday 9,2025-2026,1634213,H
Chippa United,Stellenbosch,0,0,FINISHED,2025-09-28,1634212,Matchday 9,2025-2026,1634212,D
Orlando Pirates,TS Galaxy,2,0,FINISHED,2025-09-30,1634214,Matchday 9,2025-2026,1634214,H
Kaizer Chiefs,AmaZulu,1,1,FINISHED,2025-10-01,1634217,Matchday 9,2025-2026,1634217,D
Richards Bay,Orbit College,1,2,FINISHED,2025-10-17,1634211,Matchday 10,2025-2026,1634211,A
AmaZulu,Durban City,1,0,FINISHED,2025-10-18,1634223,Matchday 10,2025-2026,1634223,H
Magesi,TS Galaxy,2,1,FINISHED,2025-10-18,1634224,Matchday 10,2025-2026,1634224,H
Marumo Gallants,Chippa United,2,1,FINISHED,2025-10-19,1634205,Matchday 10,2025-2026,1634205,H
Kaizer Chiefs,Siwelele,0,0,FINISHED,2025-10-22,1634204,Matchday 10,2025-2026,1634204,D
Orlando Pirates,Polokwane City,1,0,FINISHED,2025-10-22,1634209,Matchday 10,2025-2026,1634209,H
Stellenbosch,Golden Arrows,4,3,FINISHED,2025-10-22,1634206,Matchday 10,2025-2026,1634206,H
Sekhukhune United,Mamelodi Sundowns,0,2,FINISHED,2026-01-27,1634207,Matchday 10,2025-2026,1634207,A
Durban City,Kaizer Chiefs,0,1,FINISHED,2025-10-31,1634203,Matchday 11,2025-2026,1634203,A
Siwelele,Sekhukhune United,1,0,FINISHED,2025-10-31,1634202,Matchday 11,2025-2026,1634202,H
Orbit College,Magesi,3,1,FINISHED,2025-11-01,1634200,Matchday 11,2025-2026,1634200,H
Mamelodi Sundowns,Orlando Pirates,1,1,FINISHED,2025-11-01,1634201,Matchday 11,2025-2026,1634201,D
Polokwane City,Richards Bay,1,1,FINISHED,2025-11-01,1634199,Matchday 11,2025-2026,1634199,D
Chippa United,AmaZulu,0,3,FINISHED,2025-11-01,1634198,Matchday 11,2025-2026,1634198,A
TS Galaxy,Stellenbosch,2,0,FINISHED,2025-11-02,1634197,Matchday 11,2025-2026,1634197,H
Golden Arrows,Marumo Gallants,4,0,FINISHED,2025-11-02,1634196,Matchday 11,2025-2026,1634196,H
Chippa United,Magesi,0,0,FINISHED,2025-11-04,1634210,Matchday 12,2025-2026,1634210,D
AmaZulu,Polokwane City,0,1,FINISHED,2025-11-04,1634195,Matchday 12,2025-2026,1634195,A
Kaizer Chiefs,Orbit College,4,1,FINISHED,2025-11-04,1634238,Matchday 12,2025-2026,1634238,H
Sekhukhune United,Richards Bay,1,1,FINISHED,2025-11-04,1634252,Matchday 12,2025-2026,1634252,D
Mamelodi Sundowns,TS Galaxy,1,0,FINISHED,2025-11-05,1634249,Matchday 12,2025-2026,1634249,H
Golden Arrows,Orlando Pirates,1,3,FINISHED,2025-11-05,1634250,Matchday 12,2025-2026,1634250,A
Durban City,Marumo Gallants,1,0,FINISHED,2025-11-05,1634251,Matchday 12,2025-2026,1634251,H
Stellenbosch,Siwelele,0,2,FINISHED,2025-11-05,1634248,Matchday 12,2025-2026,1634248,A
AmaZulu,Siwelele,2,0,FINISHED,2025-11-22,1634247,Matchday 13,2025-2026,1634247,H
Marumo Gallants,Sekhukhune United,1,1,FINISHED,2025-11-22,1634244,Matchday 13,2025-2026,1634244,D
TS Galaxy,Golden Arrows,2,1,FINISHED,2025-11-23,1634241,Matchday 13,2025-2026,1634241,H
Richards Bay,Durban City,0,0,FINISHED,2025-11-23,1634222,Matchday 13,2025-2026,1634222,D
Orlando Pirates,Chippa United,2,0,FINISHED,2025-11-25,1634246,Matchday 13,2025-2026,1634246,H
Orbit College,Stellenbosch,1,2,FINISHED,2025-11-26,1634243,Matchday 13,2025-2026,1634243,A
Magesi,Kaizer Chiefs,1,4,FINISHED,2026-04-15,1634245,Matchday 13,2025-2026,1634245,A
Polokwane City,Mamelodi Sundowns,0,1,FINISHED,2026-04-29,1634242,Matchday 13,2025-2026,1634242,A
Richards Bay,AmaZulu,2,0,FINISHED,2025-11-28,1634239,Matchday 14,2025-2026,1634239,H
Durban City,Orlando Pirates,0,2,FINISHED,2025-11-29,1634314,Matchday 14,2025-2026,1634314,A
Polokwane City,TS Galaxy,0,0,FINISHED,2025-11-29,1634237,Matchday 14,2025-2026,1634237,D
Siwelele,Chippa United,0,0,FINISHED,2025-11-29,1634236,Matchday 14,2025-2026,1634236,D
Marumo Gallants,Magesi,1,1,FINISHED,2025-11-30,1634234,Matchday 14,2025-2026,1634234,D
Mamelodi Sundowns,Orbit College,2,0,FINISHED,2026-01-19,1634235,Matchday 14,2025-2026,1634235,H
Kaizer Chiefs,Golden Arrows,1,0,FINISHED,2026-01-20,1634232,Matchday 14,2025-2026,1634232,H
Sekhukhune United,Stellenbosch,0,1,FINISHED,2026-01-20,1634233,Matchday 14,2025-2026,1634233,A
Golden Arrows,AmaZulu,0,1,FINISHED,2025-12-02,1634228,Matchday 15,2025-2026,1634228,A
Magesi,Sekhukhune United,0,1,FINISHED,2025-12-03,1634227,Matchday 15,2025-2026,1634227,A
Siwelele,Mamelodi Sundowns,1,1,FINISHED,2025-12-03,1634230,Matchday 15,2025-2026,1634230,D
Chippa United,Kaizer Chiefs,0,0,FINISHED,2025-12-03,1634229,Matchday 15,2025-2026,1634229,D
Orbit College,Durban City,0,3,FINISHED,2025-12-03,1634226,Matchday 15,2025-2026,1634226,A
Stellenbosch,Polokwane City,1,2,FINISHED,2025-12-03,1634225,Matchday 15,2025-2026,1634225,A
TS Galaxy,Marumo Gallants,2,0,FINISHED,2026-01-21,1634240,Matchday 15,2025-2026,1634240,H
Orlando Pirates,Richards Bay,2,0,FINISHED,2026-03-11,1634231,Matchday 15,2025-2026,1634231,H
Mamelodi Sundowns,Magesi,3,0,FINISHED,2025-09-14,1634398,Matchday 16,2025-2026,1634398,H
Richards Bay,Siwelele,1,1,FINISHED,2026-01-23,1634388,Matchday 16,2025-2026,1634388,D
Orbit College,Chippa United,0,1,FINISHED,2026-01-24,1634374,Matchday 16,2025-2026,1634374,A
Sekhukhune United,Orlando Pirates,0,0,FINISHED,2026-01-24,1634401,Matchday 16,2025-2026,1634401,D
AmaZulu,TS Galaxy,3,2,FINISHED,2026-01-25,1634397,Matchday 16,2025-2026,1634397,H
Durban City,Polokwane City,1,0,FINISHED,2026-01-25,1634396,Matchday 16,2025-2026,1634396,H
Marumo Gallants,Kaizer Chiefs,0,1,FINISHED,2026-01-28,1634399,Matchday 16,2025-2026,1634399,A
Golden Arrows,Stellenbosch,1,1,FINISHED,2026-03-18,1634400,Matchday 16,2025-2026,1634400,D
Richards Bay,Golden Arrows,2,2,FINISHED,2026-01-30,1634395,Matchday 17,2025-2026,1634395,D
Marumo Gallants,AmaZulu,0,1,FINISHED,2026-01-31,1634393,Matchday 17,2025-2026,1634393,A
Chippa United,Durban City,2,0,FINISHED,2026-01-31,1634403,Matchday 17,2025-2026,1634403,H
Polokwane City,Orbit College,2,2,FINISHED,2026-01-31,1634391,Matchday 17,2025-2026,1634391,D
TS Galaxy,Sekhukhune United,0,1,FINISHED,2026-02-01,1634389,Matchday 17,2025-2026,1634389,A
Stellenbosch,Magesi,1,1,FINISHED,2026-02-18,1634394,Matchday 17,2025-2026,1634394,D
Orlando Pirates,Mamelodi Sundowns,1,2,FINISHED,2026-02-18,1634392,Matchday 17,2025-2026,1634392,A
Siwelele,Kaizer Chiefs,2,0,FINISHED,2026-04-29,1634404,Matchday 17,2025-2026,1634404,H
Magesi,Golden Arrows,0,2,FINISHED,2026-02-13,1634386,Matchday 18,2025-2026,1634386,A
Durban City,TS Galaxy,2,0,FINISHED,2026-02-13,1634387,Matchday 18,2025-2026,1634387,H
Orlando Pirates,Marumo Gallants,3,0,FINISHED,2026-02-14,1634381,Matchday 18,2025-2026,1634381,H
Polokwane City,Siwelele,0,0,FINISHED,2026-02-14,1634384,Matchday 18,2025-2026,1634384,D
Chippa United,Richards Bay,3,0,FINISHED,2026-02-14,1634382,Matchday 18,2025-2026,1634382,H
Sekhukhune United,Orbit College,2,0,FINISHED,2026-02-15,1634380,Matchday 18,2025-2026,1634380,H
Kaizer Chiefs,Stellenbosch,1,2,FINISHED,2026-02-24,1634383,Matchday 18,2025-2026,1634383,A
AmaZulu,Mamelodi Sundowns,0,1,FINISHED,2026-02-24,1634385,Matchday 18,2025-2026,1634385,A
Magesi,Polokwane City,0,2,FINISHED,2026-02-27,1634379,Matchday 19,2025-2026,1634379,A
Stellenbosch,AmaZulu,1,0,FINISHED,2026-02-27,1634378,Matchday 19,2025-2026,1634378,H
Kaizer Chiefs,Orlando Pirates,0,3,FINISHED,2026-02-28,1634377,Matchday 19,2025-2026,1634377,A
Siwelele,TS Galaxy,1,0,FINISHED,2026-02-28,1634312,Matchday 19,2025-2026,1634312,H
Golden Arrows,Chippa United,0,0,FINISHED,2026-02-28,1634376,Matchday 19,2025-2026,1634376,D
Orbit College,Richards Bay,0,0,FINISHED,2026-02-28,1634390,Matchday 19,2025-2026,1634390,D
Mamelodi Sundowns,Sekhukhune United,3,1,FINISHED,2026-03-01,1634418,Matchday 19,2025-2026,1634418,H
Marumo Gallants,Durban City,0,1,FINISHED,2026-03-01,1634432,Matchday 19,2025-2026,1634432,A
TS Galaxy,Orbit College,1,2,FINISHED,2026-03-03,1634429,Matchday 20,2025-2026,1634429,A
Richards Bay,Kaizer Chiefs,1,0,FINISHED,2026-03-03,1634431,Matchday 20,2025-2026,1634431,H
Siwelele,Stellenbosch,0,0,FINISHED,2026-03-03,1634430,Matchday 20,2025-2026,1634430,D
Chippa United,Marumo Gallants,1,3,FINISHED,2026-03-04,1634427,Matchday 20,2025-2026,1634427,A
Mamelodi Sundowns,Golden Arrows,2,1,FINISHED,2026-03-04,1634425,Matchday 20,2025-2026,1634425,H
Polokwane City,Orlando Pirates,1,2,FINISHED,2026-03-04,1634424,Matchday 20,2025-2026,1634424,A
Durban City,Sekhukhune United,1,1,FINISHED,2026-03-04,1634426,Matchday 20,2025-2026,1634426,D
AmaZulu,Magesi,0,0,FINISHED,2026-03-04,1634428,Matchday 20,2025-2026,1634428,D
Orbit College,Mamelodi Sundowns,0,2,FINISHED,2026-03-10,1634373,Matchday 21,2025-2026,1634373,A
Stellenbosch,TS Galaxy,1,1,FINISHED,2026-03-13,1634422,Matchday 21,2025-2026,1634422,D
Marumo Gallants,Golden Arrows,1,2,FINISHED,2026-03-14,1634416,Matchday 21,2025-2026,1634416,A
Orlando Pirates,Siwelele,1,1,FINISHED,2026-03-14,1634402,Matchday 21,2025-2026,1634402,D
Magesi,Chippa United,2,2,FINISHED,2026-03-14,1634423,Matchday 21,2025-2026,1634423,D
AmaZulu,Richards Bay,2,1,FINISHED,2026-03-14,1634421,Matchday 21,2025-2026,1634421,H
Sekhukhune United,Polokwane City,0,0,FINISHED,2026-03-14,1634419,Matchday 21,2025-2026,1634419,D
Kaizer Chiefs,Durban City,1,0,FINISHED,2026-03-15,1634417,Matchday 21,2025-2026,1634417,H
Mamelodi Sundowns,Marumo Gallants,3,1,FINISHED,2026-03-17,1634410,Matchday 22,2025-2026,1634410,H
Stellenbosch,Chippa United,2,1,FINISHED,2026-03-21,1634413,Matchday 22,2025-2026,1634413,H
Polokwane City,AmaZulu,0,1,FINISHED,2026-03-21,1634414,Matchday 22,2025-2026,1634414,A
Kaizer Chiefs,Magesi,2,0,FINISHED,2026-03-21,1634411,Matchday 22,2025-2026,1634411,H
TS Galaxy,Orlando Pirates,0,6,FINISHED,2026-03-22,1634409,Matchday 22,2025-2026,1634409,A
Golden Arrows,Sekhukhune United,1,0,FINISHED,2026-03-22,1634412,Matchday 22,2025-2026,1634412,H
Siwelele,Orbit College,1,0,FINISHED,2026-03-22,1634415,Matchday 22,2025-2026,1634415,H
Durban City,Richards Bay,1,0,FINISHED,2026-03-22,1634408,Matchday 22,2025-2026,1634408,H
Orbit College,Kaizer Chiefs,1,3,FINISHED,2026-04-06,1634328,Matchday 23,2025-2026,1634328,A
AmaZulu,Sekhukhune United,2,2,FINISHED,2026-04-06,1634407,Matchday 23,2025-2026,1634407,D
Richards Bay,Stellenbosch,2,1,FINISHED,2026-04-07,1634341,Matchday 23,2025-2026,1634341,H
Orlando Pirates,Golden Arrows,5,0,FINISHED,2026-04-07,1634375,Matchday 23,2025-2026,1634375,H
Chippa United,Siwelele,1,0,FINISHED,2026-04-07,1634406,Matchday 23,2025-2026,1634406,H
Magesi,Marumo Gallants,3,0,FINISHED,2026-04-07,1634420,Matchday 23,2025-2026,1634420,H
Durban City,Mamelodi Sundowns,0,1,FINISHED,2026-04-07,1634405,Matchday 23,2025-2026,1634405,A
TS Galaxy,Polokwane City,1,2,FINISHED,2026-04-08,1634340,Matchday 23,2025-2026,1634340,A
Richards Bay,Orlando Pirates,2,2,FINISHED,2026-04-10,1634339,Matchday 24,2025-2026,1634339,D
Golden Arrows,Durban City,1,0,FINISHED,2026-04-11,1634338,Matchday 24,2025-2026,1634338,H
Siwelele,AmaZulu,1,1,FINISHED,2026-04-11,1634337,Matchday 24,2025-2026,1634337,D
Sekhukhune United,Magesi,1,0,FINISHED,2026-04-11,1634335,Matchday 24,2025-2026,1634335,H
Chippa United,Polokwane City,1,1,FINISHED,2026-04-11,1634334,Matchday 24,2025-2026,1634334,D
Kaizer Chiefs,TS Galaxy,2,0,FINISHED,2026-04-12,1634333,Matchday 24,2025-2026,1634333,H
Marumo Gallants,Orbit College,0,0,FINISHED,2026-04-12,1634332,Matchday 24,2025-2026,1634332,D
Mamelodi Sundowns,Stellenbosch,1,1,FINISHED,2026-04-22,1634336,Matchday 24,2025-2026,1634336,D
Mamelodi Sundowns,Chippa United,4,1,FINISHED,2026-04-03,1634327,Matchday 25,2025-2026,1634327,H
Stellenbosch,Sekhukhune United,3,1,FINISHED,2026-04-17,1634331,Matchday 25,2025-2026,1634331,H
Orbit College,Golden Arrows,1,2,FINISHED,2026-04-18,1634329,Matchday 25,2025-2026,1634329,A
Marumo Gallants,Siwelele,0,0,FINISHED,2026-04-18,1634343,Matchday 25,2025-2026,1634343,D
Orlando Pirates,AmaZulu,3,0,FINISHED,2026-04-18,1634344,Matchday 25,2025-2026,1634344,H
Polokwane City,Kaizer Chiefs,0,0,FINISHED,2026-04-18,1634326,Matchday 25,2025-2026,1634326,D
TS Galaxy,Richards Bay,0,1,FINISHED,2026-04-19,1634325,Matchday 25,2025-2026,1634325,A
Magesi,Durban City,5,2,FINISHED,2026-04-19,1634324,Matchday 25,2025-2026,1634324,H
Durban City,Orbit College,1,1,FINISHED,2026-04-24,1634323,Matchday 26,2025-2026,1634323,D
Golden Arrows,Siwelele,0,0,FINISHED,2026-04-24,1634322,Matchday 26,2025-2026,1634322,D
AmaZulu,Chippa United,5,1,FINISHED,2026-04-25,1634318,Matchday 26,2025-2026,1634318,H
Sekhukhune United,Marumo Gallants,1,1,FINISHED,2026-04-25,1634319,Matchday 26,2025-2026,1634319,D
Polokwane City,Stellenbosch,1,0,FINISHED,2026-04-26,1634317,Matchday 26,2025-2026,1634317,H
TS Galaxy,Magesi,0,0,FINISHED,2026-04-26,1634316,Matchday 26,2025-2026,1634316,D
Orlando Pirates,Kaizer Chiefs,1,1,FINISHED,2026-04-26,1634321,Matchday 26,2025-2026,1634321,D
Richards Bay,Mamelodi Sundowns,0,0,FINISHED,2026-04-26,1634320,Matchday 26,2025-2026,1634320,D
Stellenbosch,Orlando Pirates,0,2,FINISHED,2026-05-05,1634372,Matchday 27,2025-2026,1634372,A
Siwelele,Durban City,2,2,FINISHED,2026-05-05,1634358,Matchday 27,2025-2026,1634358,D
Magesi,Orbit College,1,2,FINISHED,2026-05-05,1634330,Matchday 27,2025-2026,1634330,A
Chippa United,Sekhukhune United,1,3,FINISHED,2026-05-06,1634315,Matchday 27,2025-2026,1634315,A
Mamelodi Sundowns,Kaizer Chiefs,1,1,FINISHED,2026-05-06,1634370,Matchday 27,2025-2026,1634370,D
AmaZulu,Golden Arrows,1,1,FINISHED,2026-05-06,1634371,Matchday 27,2025-2026,1634371,D
Richards Bay,Polokwane City,0,0,FINISHED,2026-05-06,1634368,Matchday 27,2025-2026,1634368,D
Marumo Gallants,TS Galaxy,1,1,FINISHED,2026-05-06,1634369,Matchday 27,2025-2026,1634369,D
Durban City,Stellenbosch,0,0,FINISHED,2026-05-08,1634367,Matchday 28,2025-2026,1634367,D
Marumo Gallants,Richards Bay,1,1,FINISHED,2026-05-09,1634366,Matchday 28,2025-2026,1634366,D
TS Galaxy,Chippa United,1,1,FINISHED,2026-05-09,1634361,Matchday 28,2025-2026,1634361,D
Golden Arrows,Polokwane City,0,0,FINISHED,2026-05-09,1634364,Matchday 28,2025-2026,1634364,D
Orbit College,AmaZulu,0,0,FINISHED,2026-05-09,1634365,Matchday 28,2025-2026,1634365,D
Mamelodi Sundowns,Siwelele,7,4,FINISHED,2026-05-09,1634363,Matchday 28,2025-2026,1634363,H
Magesi,Orlando Pirates,0,3,FINISHED,2026-05-09,1634362,Matchday 28,2025-2026,1634362,A
Sekhukhune United,Kaizer Chiefs,0,2,FINISHED,2026-05-10,1634342,Matchday 28,2025-2026,1634342,A
TS Galaxy,Mamelodi Sundowns,3,2,FINISHED,2026-05-12,1634353,Matchday 29,2025-2026,1634353,H
Siwelele,Magesi,1,0,FINISHED,2026-05-16,1634355,Matchday 29,2025-2026,1634355,H
Orlando Pirates,Durban City,0,0,FINISHED,2026-05-16,1634357,Matchday 29,2025-2026,1634357,D
Stellenbosch,Orbit College,2,0,FINISHED,2026-05-16,1634354,Matchday 29,2025-2026,1634354,H
Polokwane City,Marumo Gallants,1,1,FINISHED,2026-05-16,1634352,Matchday 29,2025-2026,1634352,D
Richards Bay,Sekhukhune United,1,1,FINISHED,2026-05-16,1634356,Matchday 29,2025-2026,1634356,D
Chippa United,Golden Arrows,0,2,FINISHED,2026-05-16,1634433,Matchday 29,2025-2026,1634433,A
AmaZulu,Kaizer Chiefs,0,1,FINISHED,2026-05-16,1634359,Matchday 29,2025-2026,1634359,A
Mamelodi Sundowns,Polokwane City,3,0,FINISHED,2026-05-03,1634347,Matchday 30,2025-2026,1634347,H
Magesi,Richards Bay,1,0,FINISHED,2026-05-23,1634348,Matchday 30,2025-2026,1634348,H
Durban City,AmaZulu,0,1,FINISHED,2026-05-23,1634351,Matchday 30,2025-2026,1634351,A
Kaizer Chiefs,Chippa United,0,1,FINISHED,2026-05-23,1634349,Matchday 30,2025-2026,1634349,A
Golden Arrows,TS Galaxy,0,0,FINISHED,2026-05-23,1634350,Matchday 30,2025-2026,1634350,D
Orbit College,Orlando Pirates,0,2,FINISHED,2026-05-23,1634345,Matchday 30,2025-2026,1634345,A
Marumo Gallants,Stellenbosch,0,0,FINISHED,2026-05-23,1634346,Matchday 30,2025-2026,1634346,D
Sekhukhune United,Siwelele,2,2,FINISHED,2026-05-23,1634360,Matchday 30,2025-2026,1634360,D
Royal AM,Cape Town City,1,1,FINISHED,2024-09-14,1557198,Matchday 1,2024-2025,1557198,D
Marumo Gallants,Kaizer Chiefs,1,2,FINISHED,2024-09-14,1557225,Matchday 1,2024-2025,1557225,A
Polokwane City,AmaZulu,2,1,FINISHED,2024-09-14,1557223,Matchday 1,2024-2025,1557223,H
Richards Bay,TS Galaxy,1,0,FINISHED,2024-09-15,1557221,Matchday 1,2024-2025,1557221,H
Mamelodi Sundowns,Siwelele,2,0,FINISHED,2024-09-17,1557212,Matchday 1,2024-2025,1557212,H
Sekhukhune United,Magesi,1,0,FINISHED,2024-09-18,1557222,Matchday 1,2024-2025,1557222,H
Stellenbosch,Golden Arrows,0,2,FINISHED,2024-09-18,1557220,Matchday 1,2024-2025,1557220,A
Orlando Pirates,Chippa United,2,1,FINISHED,2024-09-18,1557224,Matchday 1,2024-2025,1557224,H
Magesi,Polokwane City,0,2,FINISHED,2024-09-21,1557216,Matchday 2,2024-2025,1557216,A
Golden Arrows,Marumo Gallants,2,0,FINISHED,2024-09-21,1557217,Matchday 2,2024-2025,1557217,H
Siwelele,Royal AM,0,0,FINISHED,2024-09-21,1557215,Matchday 2,2024-2025,1557215,D
Chippa United,Richards Bay,1,0,FINISHED,2024-09-21,1557227,Matchday 2,2024-2025,1557227,H
Cape Town City,Orlando Pirates,1,0,FINISHED,2025-01-08,1557218,Matchday 2,2024-2025,1557218,H
Kaizer Chiefs,Stellenbosch,2,1,FINISHED,2025-01-08,1557213,Matchday 2,2024-2025,1557213,H
AmaZulu,Sekhukhune United,0,2,FINISHED,2025-01-08,1557228,Matchday 2,2024-2025,1557228,A
TS Galaxy,Mamelodi Sundowns,1,0,FINISHED,2025-02-11,1557219,Matchday 2,2024-2025,1557219,H
Orlando Pirates,Polokwane City,3,0,FINISHED,2024-09-24,1557211,Matchday 3,2024-2025,1557211,H
Mamelodi Sundowns,Marumo Gallants,4,1,FINISHED,2024-09-24,1557210,Matchday 3,2024-2025,1557210,H
Royal AM,Richards Bay,0,0,FINISHED,2024-09-24,1557209,Matchday 3,2024-2025,1557209,D
Siwelele,TS Galaxy,1,0,FINISHED,2024-09-25,1557206,Matchday 3,2024-2025,1557206,H
